# Time (s),Angle of attack (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Thrust (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reference length (cm),Reference area (cm²)
0,90,2993.18,807,0.302,0.003,NaN,47.265,0,0.705,0.568,0.017,0.12,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1013.25,0.001,340.389,0.007,6.4,32.17
0.01,89.371,2992.431,806.251,0.302,0.003,NaN,47.257,64.111,0.705,0.568,0.017,0.12,2.333e-6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1013.25,0.001,340.389,0.007,6.4,32.17
0.02,83.856,2991.682,805.502,0.302,0.003,NaN,47.249,128.222,0.705,0.568,0.017,0.12,0.002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1013.25,0.001,340.389,0.007,6.4,32.17
0.03,73.394,2990.933,804.753,0.302,0.003,NaN,47.241,192.334,0.7,0.564,0.017,0.12,0.036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1013.249,0.001,340.389,0.007,6.4,32.17
0.042,56.868,2990.034,803.854,0.301,0.003,NaN,47.232,269.267,0.683,0.546,0.017,0.12,0.219,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1013.248,0.001,340.389,0.008,6.4,32.17
0.045,52.776,2989.634,803.454,0.301,0.003,NaN,47.228,326.466,0.677,0.54,0.017,0.12,0.288,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1013.247,0.001,340.389,0.008,6.4,32.17
0.048,47.388,2989.052,802.872,0.301,0.003,NaN,47.222,311.56,0.667,0.53,0.017,0.12,0.388,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1013.247,0.001,340.389,0.009,6.4,32.17
0.054,41.163,2988.18,802,0.301,0.003,NaN,47.213,289.2,0.653,0.516,0.017,0.12,0.507,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1013.245,0.001,340.389,0.01,6.4,32.17
0.062,34.71,2986.871,800.691,0.301,0.003,NaN,47.199,255.66,0.636,0.499,0.017,0.12,0.62,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1013.242,0.001,340.389,0.012,6.4,32.17
0.07,30.754,2985.679,799.499,0.301,0.003,NaN,47.187,225.102,0.624,0.487,0.017,0.12,0.678,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1013.239,0.001,340.389,0.013,6.4,32.17
0.08,27.051,2984.49,798.31,0.301,0.003,NaN,47.174,214.247,0.611,0.474,0.017,0.12,0.719,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1013.234,0.001,340.388,0.015,6.4,32.17
0.091,24.009,2983.182,797.002,0.301,0.003,NaN,47.161,202.307,0.599,0.462,0.017,0.12,0.741,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1013.228,0.001,340.388,0.017,6.4,32.17
0.101,21.779,2981.967,795.788,0.301,0.003,NaN,47.148,208.8,0.59,0.453,0.017,0.12,0.749,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1013.221,0.001,340.388,0.018,6.4,32.17
0.111,19.767,2980.753,794.573,0.301,0.003,NaN,47.136,215.294,0.581,0.444,0.017,0.12,0.749,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1013.214,0.001,340.388,0.02,6.4,32.17
0.121,18.018,2979.539,793.359,0.3,0.003,NaN,47.123,221.787,0.573,0.436,0.017,0.12,0.744,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1013.206,0.001,340.387,0.022,6.4,32.17
0.131,16.488,2978.325,792.145,0.3,0.003,NaN,47.11,228.281,0.566,0.428,0.017,0.12,0.735,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1013.198,0.001,340.387,0.023,6.4,32.17
0.14,15.27,2977.232,791.053,0.3,0.003,NaN,47.099,234.125,0.559,0.422,0.017,0.12,0.722,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1013.189,0.001,340.387,0.025,6.4,32.17
0.15,14.078,2975.898,789.718,0.3,0.003,NaN,47.085,235.963,0.553,0.415,0.017,0.12,0.705,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1013.179,0.001,340.387,0.027,6.4,32.17
0.16,13.1,2974.564,788.384,0.3,0.003,NaN,47.071,237.801,0.546,0.409,0.017,0.12,0.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1013.169,0.001,340.386,0.029,6.4,32.17
0.17,12.24,2973.229,787.049,0.3,0.003,NaN,47.057,239.64,0.541,0.404,0.017,0.12,0.672,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1013.157,0.001,340.386,0.031,6.4,32.17
0.18,11.502,2971.939,785.759,0.3,0.003,NaN,47.043,241.417,0.536,0.398,0.017,0.12,0.657,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1013.145,0.001,340.385,0.033,6.4,32.17
0.189,10.882,2970.729,784.549,0.299,0.003,59.068,47.031,243.084,0.532,0.395,0.017,0.12,0.644,3.377,6.352,-1.445e-4,0,0.7,0.7,0,0,1013.133,0.001,340.385,0.035,6.4,32.17
0.196,10.403,2969.733,783.553,0.299,0.003,59.182,47.02,244.456,0.532,0.395,0.017,0.12,0.638,3.2,6.082,2.967e-4,0,0.7,0.7,0,1.611e-5,1013.122,0.001,340.385,0.036,6.4,32.17
0.202,10.047,2968.959,782.78,0.299,0.003,59.269,47.012,245.522,0.532,0.395,0.017,0.12,0.633,3.07,5.88,4.873e-4,0,0.7,0.7,0,4.926e-5,1013.114,0.001,340.384,0.038,6.4,32.17
0.208,9.657,2968.128,781.948,0.299,0.003,59.366,47.003,244.446,0.532,0.395,0.017,0.12,0.628,2.93,5.659,-8.97e-5,0,0.666,0.7,0.033,1.047e-4,1013.104,0.001,340.384,0.039,6.4,32.17
0.215,9.3,2967.315,781.135,0.299,0.003,59.456,46.995,243.392,0.532,0.395,0.017,0.12,0.623,2.803,5.456,4.165e-4,0,0.656,0.7,0.043,1.761e-4,1013.094,0.001,340.384,0.04,6.4,32.17
0.221,8.983,2966.541,780.361,0.299,0.003,59.537,46.987,242.391,0.532,0.395,0.017,0.12,0.619,2.691,5.277,-1.34e-5,0,0.647,0.7,0.053,2.584e-4,1013.085,0.001,340.383,0.042,6.4,32.17
0.226,8.696,2965.803,779.623,0.299,0.003,59.612,46.979,241.435,0.532,0.395,0.017,0.12,0.615,2.591,5.113,-1.575e-5,0,0.638,0.7,0.062,3.49e-4,1013.075,0.001,340.383,0.043,6.4,32.17
0.232,8.436,2965.095,778.915,0.299,0.003,59.68,46.971,240.518,0.532,0.395,0.017,0.12,0.611,2.501,4.965,4.508e-4,0,0.629,0.7,0.071,4.46e-4,1013.066,0.001,340.383,0.044,6.4,32.17
0.237,8.198,2964.413,778.233,0.299,0.003,59.744,46.964,239.635,0.532,0.395,0.017,0.12,0.608,2.419,4.83,2.415e-4,0,0.621,0.7,0.079,5.481e-4,1013.057,0.001,340.382,0.045,6.4,32.17
0.242,7.979,2963.756,777.576,0.299,0.003,59.803,46.957,238.784,0.532,0.395,0.017,0.12,0.605,2.344,4.704,5.521e-5,0,0.613,0.7,0.087,6.543e-4,1013.047,0.001,340.382,0.046,6.4,32.17
0.247,7.776,2963.119,776.94,0.299,0.003,59.858,46.951,237.96,0.532,0.395,0.017,0.12,0.602,2.275,4.589,-3.426e-4,0,0.605,0.7,0.094,7.637e-4,1013.038,0.001,340.382,0.047,6.4,32.17
0.252,7.592,2962.502,776.322,0.299,0.003,59.908,46.944,237.161,0.532,0.395,0.017,0.12,0.599,2.214,4.483,-1.526e-4,0,0.598,0.7,0.102,8.758e-4,1013.029,0.001,340.381,0.048,6.4,32.17
0.256,7.429,2961.903,775.723,0.299,0.003,59.953,46.938,236.385,0.532,0.395,0.017,0.12,0.597,2.159,4.39,-2.839e-5,0,0.591,0.7,0.109,9.903e-4,1013.021,0.001,340.381,0.049,6.4,32.17
0.261,7.277,2961.319,775.139,0.299,0.003,59.996,46.932,235.629,0.532,0.395,0.017,0.12,0.595,2.108,4.303,3.193e-5,0,0.584,0.7,0.116,0.001,1013.012,0.001,340.381,0.05,6.4,32.17
0.265,7.133,2960.75,774.57,0.298,0.003,60.036,46.926,234.892,0.532,0.395,0.017,0.12,0.593,2.061,4.221,-3.086e-4,0,0.577,0.7,0.123,0.001,1013.003,0.001,340.381,0.051,6.4,32.17
0.27,6.997,2960.194,774.014,0.298,0.003,60.075,46.92,234.172,0.532,0.395,0.017,0.12,0.591,2.016,4.143,-2.726e-4,0,0.57,0.7,0.129,0.001,1012.994,0.001,340.38,0.052,6.4,32.17
0.274,6.868,2959.651,773.471,0.298,0.003,60.112,46.914,233.469,0.532,0.395,0.017,0.12,0.59,1.974,4.069,-2.67e-4,0,0.564,0.7,0.136,0.001,1012.986,0.001,340.38,0.052,6.4,32.17
0.278,6.745,2959.119,772.939,0.298,0.003,60.147,46.908,232.78,0.532,0.395,0.017,0.12,0.588,1.934,3.998,1.176e-4,0,0.558,0.7,0.142,0.002,1012.977,0.001,340.38,0.053,6.4,32.17
0.282,6.628,2958.597,772.417,0.298,0.003,60.181,46.903,232.104,0.533,0.395,0.017,0.12,0.586,1.896,3.931,-2.924e-4,0,0.552,0.7,0.148,0.002,1012.969,0.001,340.379,0.054,6.4,32.17
0.286,6.516,2958.085,771.905,0.298,0.003,60.213,46.897,231.442,0.533,0.395,0.017,0.12,0.585,1.859,3.867,4.974e-4,0,0.546,0.7,0.154,0.002,1012.96,0.001,340.379,0.055,6.4,32.17
0.29,6.408,2957.583,771.403,0.298,0.003,60.244,46.892,230.791,0.533,0.395,0.017,0.12,0.584,1.825,3.804,3.522e-4,0,0.54,0.7,0.16,0.002,1012.952,0.001,340.379,0.056,6.4,32.17
0.293,6.305,2957.089,770.909,0.298,0.003,60.274,46.887,230.152,0.533,0.395,0.017,0.12,0.582,1.792,3.746,-2.87e-4,0,0.534,0.7,0.166,0.002,1012.943,0.001,340.379,0.056,6.4,32.17
0.297,6.206,2956.603,770.423,0.298,0.003,60.303,46.882,229.522,0.533,0.395,0.018,0.12,0.581,1.76,3.688,-3.956e-4,0,0.528,0.7,0.171,0.002,1012.935,0.001,340.378,0.057,6.4,32.17
0.301,6.116,2956.124,769.944,0.298,0.003,60.33,46.877,228.903,0.533,0.395,0.018,0.12,0.58,1.731,3.636,4.967e-4,0,0.523,0.7,0.177,0.002,1012.926,0.001,340.378,0.058,6.4,32.17
0.305,6.041,2955.653,769.473,0.298,0.003,60.352,46.872,228.292,0.533,0.395,0.018,0.12,0.579,1.707,3.594,-1.779e-4,0,0.517,0.7,0.182,0.002,1012.918,0.001,340.378,0.059,6.4,32.17
0.308,5.968,2955.188,769.008,0.298,0.003,60.374,46.867,227.691,0.533,0.395,0.018,0.12,0.578,1.684,3.552,1.967e-4,0,0.512,0.7,0.188,0.003,1012.909,0.001,340.377,0.059,6.4,32.17
0.312,5.898,2954.73,768.55,0.298,0.003,60.395,46.862,227.097,0.533,0.395,0.018,0.12,0.577,1.662,3.512,-3.52e-4,0,0.507,0.7,0.193,0.003,1012.901,0.001,340.377,0.06,6.4,32.17
0.315,5.83,2954.277,768.097,0.298,0.003,60.415,46.857,226.511,0.533,0.395,0.018,0.12,0.576,1.641,3.473,4.005e-4,0,0.502,0.7,0.198,0.003,1012.893,0.001,340.377,0.061,6.4,32.17
0.319,5.764,2953.83,767.651,0.298,0.003,60.435,46.852,225.933,0.533,0.395,0.018,0.12,0.575,1.62,3.435,1.784e-5,0,0.497,0.7,0.203,0.003,1012.884,0.001,340.377,0.061,6.4,32.17
0.322,5.7,2953.389,767.209,0.298,0.003,60.455,46.848,225.361,0.533,0.395,0.018,0.12,0.575,1.6,3.398,-4.603e-5,0,0.492,0.7,0.208,0.003,1012.876,0.001,340.376,0.062,6.4,32.17
0.325,5.637,2952.952,766.772,0.298,0.003,60.474,46.843,224.796,0.533,0.395,0.018,0.121,0.574,1.58,3.362,-1.862e-4,0,0.487,0.7,0.213,0.003,1012.868,0.001,340.376,0.063,6.4,32.17
0.329,5.576,2952.521,766.341,0.298,0.003,60.492,46.839,224.236,0.533,0.395,0.018,0.121,0.573,1.561,3.327,-1.264e-4,0,0.482,0.7,0.218,0.003,1012.859,0.001,340.376,0.063,6.4,32.17
0.332,5.517,2952.093,765.913,0.298,0.003,60.51,46.834,223.683,0.533,0.395,0.018,0.121,0.573,1.542,3.293,-3.376e-4,0,0.477,0.7,0.223,0.004,1012.851,0.001,340.376,0.064,6.4,32.17
0.335,5.458,2951.67,765.491,0.298,0.003,60.528,46.829,223.136,0.533,0.395,0.018,0.121,0.572,1.524,3.259,-3.452e-4,0,0.473,0.7,0.227,0.004,1012.843,0.001,340.375,0.065,6.4,32.17
0.338,5.401,2951.251,765.072,0.297,0.003,60.546,46.825,222.593,0.533,0.395,0.018,0.121,0.571,1.507,3.226,3.766e-4,0,0.468,0.7,0.232,0.004,1012.834,0.001,340.375,0.065,6.4,32.17
0.342,5.345,2950.836,764.657,0.297,0.003,60.563,46.821,222.056,0.533,0.395,0.018,0.121,0.57,1.489,3.194,4.732e-4,0,0.463,0.7,0.237,0.004,1012.826,0.001,340.375,0.066,6.4,32.17
0.345,5.291,2950.425,764.245,0.297,0.003,60.58,46.816,221.523,0.533,0.395,0.018,0.121,0.57,1.472,3.162,-4.574e-4,0,0.459,0.7,0.241,0.004,1012.818,0.001,340.374,0.066,6.4,32.17
0.349,5.22,2949.888,763.708,0.297,0.003,60.601,46.811,220.828,0.533,0.395,0.018,0.121,0.569,1.451,3.121,-2.179e-4,0,0.453,0.7,0.247,0.004,1012.807,0.001,340.374,0.067,6.4,32.17
0.352,5.154,2949.522,763.342,0.297,0.003,60.622,46.807,220.497,0.533,0.395,0.018,0.121,0.568,1.43,3.083,-2.484e-4,0,0.449,0.7,0.251,0.004,1012.799,0.001,340.374,0.068,6.4,32.17
0.355,5.083,2949.159,762.979,0.297,0.003,60.644,46.803,220.169,0.533,0.395,0.018,0.121,0.567,1.408,3.041,-1.973e-4,0,0.444,0.7,0.256,0.004,1012.79,0.001,340.373,0.068,6.4,32.17
0.358,5.013,2948.799,762.619,0.297,0.003,60.666,46.799,219.843,0.533,0.395,0.018,0.121,0.567,1.387,3,-2.501e-5,0,0.44,0.7,0.26,0.005,1012.782,0.001,340.373,0.069,6.4,32.17
0.361,4.944,2948.441,762.261,0.297,0.003,60.687,46.795,219.519,0.533,0.395,0.018,0.121,0.566,1.366,2.96,4.103e-4,0,0.436,0.7,0.264,0.005,1012.773,0.001,340.373,0.07,6.4,32.17
0.364,4.877,2948.085,761.905,0.297,0.003,60.708,46.791,219.198,0.533,0.395,0.018,0.121,0.565,1.345,2.921,-4.146e-4,0,0.432,0.7,0.268,0.005,1012.765,0.001,340.373,0.07,6.4,32.17
0.367,4.81,2947.732,761.552,0.297,0.003,60.729,46.788,218.878,0.533,0.395,0.018,0.121,0.564,1.325,2.882,-8.551e-5,0,0.427,0.7,0.273,0.005,1012.757,0.001,340.372,0.071,6.4,32.17
0.37,4.745,2947.381,761.201,0.297,0.003,60.75,46.784,218.561,0.533,0.395,0.018,0.121,0.564,1.305,2.843,-4.786e-4,0,0.423,0.7,0.277,0.005,1012.748,0.001,340.372,0.071,6.4,32.17
0.373,4.68,2947.033,760.853,0.297,0.003,60.77,46.78,218.246,0.533,0.395,0.018,0.121,0.563,1.286,2.806,2.335e-4,0,0.419,0.7,0.281,0.005,1012.74,0.001,340.372,0.072,6.4,32.17
0.376,4.617,2946.686,760.506,0.297,0.003,60.791,46.776,217.932,0.533,0.395,0.018,0.121,0.562,1.267,2.769,9.685e-5,0,0.415,0.7,0.285,0.005,1012.731,0.001,340.371,0.072,6.4,32.17
0.379,4.555,2946.342,760.162,0.297,0.003,60.81,46.773,217.621,0.533,0.395,0.018,0.121,0.562,1.248,2.732,-3.609e-5,0,0.411,0.7,0.289,0.006,1012.723,0.001,340.371,0.073,6.4,32.17
0.382,4.493,2945.999,759.819,0.297,0.003,60.83,46.769,217.311,0.533,0.395,0.018,0.121,0.561,1.229,2.695,-4.492e-5,0,0.408,0.7,0.292,0.006,1012.715,0.001,340.371,0.073,6.4,32.17
0.385,4.432,2945.658,759.478,0.297,0.003,60.85,46.765,217.003,0.533,0.395,0.018,0.121,0.56,1.211,2.659,-1.561e-4,0,0.404,0.7,0.296,0.006,1012.706,0.001,340.371,0.074,6.4,32.17
0.388,4.372,2945.319,759.139,0.297,0.003,60.869,46.762,216.696,0.533,0.395,0.018,0.121,0.56,1.193,2.624,-3.326e-4,0,0.4,0.7,0.3,0.006,1012.698,0.001,340.37,0.074,6.4,32.17
0.391,4.313,2944.982,758.802,0.297,0.003,60.888,46.758,216.391,0.533,0.395,0.018,0.121,0.559,1.176,2.59,1.121e-4,0,0.396,0.7,0.304,0.006,1012.689,0.001,340.37,0.075,6.4,32.17
0.394,4.255,2944.646,758.466,0.297,0.003,60.907,46.755,216.088,0.533,0.395,0.018,0.121,0.559,1.158,2.555,4.762e-4,0,0.392,0.7,0.308,0.006,1012.68,0.001,340.37,0.076,6.4,32.17
0.396,4.197,2944.312,758.132,0.297,0.003,60.926,46.751,215.786,0.533,0.395,0.018,0.121,0.558,1.141,2.521,2.599e-4,0,0.389,0.7,0.311,0.006,1012.672,0.001,340.369,0.076,6.4,32.17
0.399,4.14,2943.979,757.799,0.297,0.003,60.944,46.748,215.485,0.534,0.395,0.018,0.121,0.557,1.124,2.488,-3.175e-4,0,0.385,0.7,0.315,0.006,1012.663,0.001,340.369,0.077,6.4,32.17
0.402,4.083,2943.648,757.468,0.297,0.003,60.963,46.744,215.185,0.534,0.395,0.018,0.121,0.557,1.108,2.454,-3.207e-4,0,0.381,0.7,0.319,0.007,1012.655,0.001,340.369,0.077,6.4,32.17
0.405,4.028,2943.318,757.138,0.297,0.003,60.981,46.74,214.887,0.534,0.395,0.018,0.121,0.556,1.091,2.421,1.78e-4,0,0.378,0.7,0.322,0.007,1012.646,0.001,340.369,0.078,6.4,32.17
0.408,3.973,2942.989,756.809,0.297,0.003,60.999,46.737,214.59,0.534,0.395,0.018,0.121,0.556,1.075,2.389,-2.954e-4,0,0.374,0.7,0.326,0.007,1012.637,0.001,340.368,0.078,6.4,32.17
0.41,3.918,2942.662,756.482,0.297,0.003,61.017,46.733,214.294,0.534,0.395,0.018,0.121,0.555,1.059,2.356,-3.78e-4,0,0.371,0.7,0.329,0.007,1012.629,0.001,340.368,0.079,6.4,32.17
0.413,3.864,2942.336,756.156,0.297,0.003,61.035,46.73,213.999,0.534,0.395,0.018,0.121,0.555,1.043,2.325,-4.513e-4,0,0.367,0.7,0.333,0.007,1012.62,0.001,340.368,0.079,6.4,32.17
0.416,3.811,2942.011,755.831,0.297,0.003,61.052,46.726,213.705,0.534,0.395,0.018,0.121,0.554,1.028,2.293,-2.377e-4,0,0.364,0.7,0.336,0.007,1012.611,0.001,340.367,0.08,6.4,32.17
0.419,3.758,2941.687,755.507,0.296,0.003,61.07,46.723,213.412,0.534,0.395,0.018,0.121,0.554,1.012,2.262,-3.657e-4,0,0.36,0.7,0.34,0.007,1012.603,0.001,340.367,0.08,6.4,32.17
0.421,3.705,2941.364,755.184,0.296,0.003,61.087,46.72,213.12,0.534,0.395,0.018,0.121,0.553,0.997,2.231,4.011e-4,0,0.357,0.7,0.343,0.007,1012.594,0.001,340.367,0.081,6.4,32.17
0.424,3.653,2941.042,754.862,0.296,0.003,61.104,46.716,212.829,0.534,0.395,0.018,0.121,0.553,0.982,2.2,-1.809e-4,0,0.354,0.7,0.346,0.007,1012.585,0.001,340.367,0.081,6.4,32.17
0.427,3.602,2940.721,754.541,0.296,0.003,61.122,46.713,212.539,0.534,0.395,0.018,0.121,0.552,0.967,2.169,-4.945e-4,0,0.35,0.7,0.35,0.008,1012.576,0.001,340.366,0.082,6.4,32.17
0.43,3.55,2940.401,754.221,0.296,0.003,61.139,46.709,212.249,0.534,0.395,0.018,0.121,0.552,0.952,2.139,1.628e-5,0,0.347,0.7,0.353,0.008,1012.567,0.001,340.366,0.082,6.4,32.17
0.432,3.5,2940.082,753.902,0.296,0.003,61.156,46.706,211.96,0.534,0.395,0.018,0.121,0.551,0.937,2.108,-3.846e-5,0,0.344,0.7,0.356,0.008,1012.558,0.001,340.366,0.083,6.4,32.17
0.435,3.449,2939.763,753.584,0.296,0.003,61.173,46.702,211.673,0.534,0.395,0.018,0.121,0.551,0.923,2.079,-2.914e-4,0,0.341,0.7,0.36,0.008,1012.55,0.001,340.365,0.083,6.4,32.17
0.438,3.399,2939.446,753.266,0.296,0.003,61.19,46.699,211.385,0.534,0.395,0.018,0.121,0.551,0.909,2.049,4.744e-4,0,0.337,0.7,0.363,0.008,1012.541,0.001,340.365,0.084,6.4,32.17
0.44,3.35,2939.129,752.949,0.296,0.003,61.206,46.696,211.099,0.534,0.395,0.018,0.121,0.55,0.894,2.02,-1.423e-4,0,0.334,0.7,0.366,0.008,1012.532,0.001,340.365,0.084,6.4,32.17
0.443,3.3,2938.813,752.633,0.296,0.003,61.223,46.692,210.813,0.534,0.395,0.018,0.121,0.55,0.88,1.99,1.117e-4,0,0.331,0.7,0.369,0.008,1012.523,0.001,340.364,0.085,6.4,32.17
0.446,3.251,2938.497,752.318,0.296,0.003,61.24,46.689,210.528,0.534,0.395,0.018,0.121,0.549,0.866,1.961,-2.922e-4,0,0.328,0.7,0.372,0.008,1012.514,0.001,340.364,0.085,6.4,32.17
0.448,3.203,2938.183,752.003,0.296,0.003,61.256,46.685,210.243,0.534,0.395,0.018,0.121,0.549,0.852,1.932,-7.988e-6,0,0.325,0.7,0.375,0.008,1012.504,0.001,340.364,0.086,6.4,32.17
0.451,3.16,2937.868,751.689,0.296,0.003,61.271,46.682,209.959,0.534,0.395,0.018,0.121,0.549,0.84,1.907,-1.638e-5,0,0.322,0.7,0.378,0.008,1012.495,0.001,340.364,0.086,6.4,32.17
0.454,3.125,2937.555,751.375,0.296,0.003,61.283,46.679,209.675,0.534,0.395,0.018,0.121,0.548,0.83,1.885,-3.821e-4,0,0.319,0.7,0.381,0.008,1012.486,0.001,340.363,0.087,6.4,32.17
0.456,3.09,2937.242,751.062,0.296,0.003,61.295,46.675,209.392,0.534,0.395,0.019,0.121,0.548,0.82,1.865,-1.675e-5,0,0.316,0.7,0.384,0.008,1012.477,0.001,340.363,0.087,6.4,32.17
0.459,3.055,2936.929,750.749,0.296,0.003,61.307,46.672,209.11,0.534,0.395,0.019,0.121,0.548,0.81,1.844,3.533e-4,0,0.313,0.7,0.387,0.009,1012.468,0.001,340.363,0.087,6.4,32.17
0.462,3.02,2936.617,750.437,0.296,0.003,61.319,46.669,208.827,0.534,0.395,0.019,0.121,0.547,0.8,1.824,6.53e-5,0,0.31,0.7,0.39,0.009,1012.458,0.001,340.362,0.088,6.4,32.17
0.464,2.985,2936.305,750.125,0.296,0.003,61.331,46.665,208.546,0.534,0.395,0.019,0.121,0.547,0.791,1.803,-4.547e-4,0,0.307,0.7,0.393,0.009,1012.449,0.001,340.362,0.088,6.4,32.17
0.467,2.95,2935.994,749.814,0.296,0.003,61.343,46.662,208.264,0.534,0.395,0.019,0.121,0.547,0.781,1.782,3.063e-5,0,0.304,0.7,0.396,0.009,1012.44,0.001,340.362,0.089,6.4,32.17
0.47,2.916,2935.683,749.503,0.296,0.003,61.355,46.659,207.983,0.534,0.395,0.019,0.121,0.547,0.771,1.762,-2.09e-4,0,0.301,0.7,0.399,0.009,1012.43,0.001,340.361,0.089,6.4,32.17
0.472,2.881,2935.373,749.193,0.296,0.003,61.367,46.655,207.702,0.534,0.395,0.019,0.121,0.546,0.761,1.741,-1.014e-4,0,0.298,0.7,0.402,0.009,1012.421,0.001,340.361,0.09,6.4,32.17
0.475,2.847,2935.063,748.883,0.296,0.003,61.379,46.652,207.422,0.534,0.395,0.019,0.121,0.546,0.752,1.721,-1.517e-4,0,0.296,0.7,0.405,0.009,1012.412,0.001,340.361,0.09,6.4,32.17
0.478,2.813,2934.753,748.573,0.296,0.003,61.39,46.649,207.142,0.534,0.395,0.019,0.121,0.546,0.742,1.701,-4.219e-4,0,0.293,0.7,0.407,0.009,1012.402,0.001,340.36,0.091,6.4,32.17
0.48,2.779,2934.443,748.263,0.296,0.003,61.402,46.645,206.862,0.534,0.395,0.019,0.121,0.546,0.733,1.68,-3.084e-4,0,0.29,0.7,0.41,0.009,1012.393,0.001,340.36,0.091,6.4,32.17
0.483,2.745,2934.134,747.954,0.296,0.003,61.414,46.642,206.582,0.534,0.395,0.019,0.121,0.545,0.723,1.66,-6.754e-5,0,0.287,0.7,0.413,0.009,1012.383,0.001,340.36,0.092,6.4,32.17
0.485,2.711,2933.825,747.645,0.296,0.003,61.426,46.639,206.302,0.534,0.395,0.019,0.121,0.545,0.714,1.64,2.118e-4,0,0.285,0.7,0.416,0.009,1012.373,0.001,340.359,0.092,6.4,32.17
0.488,2.677,2933.516,747.336,0.296,0.003,61.438,46.635,206.023,0.534,0.395,0.019,0.121,0.545,0.704,1.619,-2.603e-4,0,0.282,0.7,0.418,0.009,1012.364,0.001,340.359,0.093,6.4,32.17
0.491,2.643,2933.207,747.027,0.296,0.003,61.45,46.632,205.744,0.534,0.395,0.019,0.121,0.545,0.695,1.599,6.103e-5,0,0.279,0.7,0.421,0.009,1012.354,0.001,340.359,0.093,6.4,32.17
0.493,2.61,2932.898,746.718,0.296,0.003,61.461,46.629,205.465,0.534,0.395,0.019,0.121,0.545,0.685,1.579,4.68e-5,0,0.277,0.7,0.424,0.009,1012.344,0.001,340.358,0.094,6.4,32.17
0.496,2.576,2932.59,746.41,0.296,0.003,61.473,46.625,205.186,0.534,0.394,0.019,0.121,0.544,0.676,1.56,1.417e-4,0,0.274,0.7,0.426,0.009,1012.335,0.001,340.358,0.094,6.4,32.17
0.499,2.543,2932.281,746.102,0.296,0.003,61.485,46.622,204.907,0.534,0.394,0.019,0.121,0.544,0.667,1.539,4.186e-4,0,0.271,0.7,0.429,0.009,1012.325,0.001,340.358,0.094,6.4,32.17
0.501,2.498,2931.973,745.793,0.295,0.003,61.5,46.619,204.628,0.534,0.394,0.019,0.121,0.544,0.655,1.513,2.404e-4,0,0.269,0.7,0.432,0.009,1012.315,0.001,340.357,0.095,6.4,32.17
0.504,2.441,2931.665,745.485,0.295,0.003,61.521,46.615,204.349,0.535,0.394,0.019,0.121,0.543,0.639,1.478,-4.188e-4,0,0.266,0.7,0.434,0.009,1012.305,0.001,340.357,0.095,6.4,32.17
0.506,2.384,2931.356,745.177,0.295,0.003,61.541,46.612,204.071,0.535,0.394,0.019,0.121,0.543,0.623,1.445,3.059e-4,0,0.264,0.7,0.437,0.009,1012.295,0.001,340.357,0.096,6.4,32.17
0.509,2.328,2931.048,744.868,0.295,0.003,61.56,46.609,203.792,0.535,0.394,0.019,0.121,0.543,0.608,1.411,-3.966e-5,0,0.261,0.7,0.439,0.009,1012.285,0.001,340.356,0.096,6.4,32.17
0.512,2.272,2930.74,744.56,0.295,0.003,61.58,46.605,203.513,0.535,0.394,0.019,0.121,0.542,0.592,1.377,-1.279e-4,0,0.259,0.7,0.442,0.009,1012.275,0.001,340.356,0.097,6.4,32.17
