# Time (s),Angle of attack (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Thrust (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reference length (cm),Reference area (cm²)
0.206,9.813,2968.52,782.289,0.299,0.003,59.338,47.008,244.887,0.532,0.395,0.017,0.12,0.63,2.986,5.753,4.57e-4,0,1.175,1.225,0.05,7.987e-5,1013.108,0.001,340.384,0.039,6.4,32.17
0.209,9.596,2968.046,781.814,0.299,0.003,59.392,47.003,244.272,0.532,0.395,0.017,0.12,0.627,2.908,5.63,-4.987e-4,0,1.164,1.225,0.06,1.156e-4,1013.102,0.001,340.384,0.039,6.4,32.17
0.213,9.394,2967.585,781.353,0.299,0.003,59.443,46.998,243.675,0.532,0.395,0.017,0.12,0.625,2.836,5.515,1.046e-5,0,1.154,1.225,0.07,1.556e-4,1013.097,0.001,340.384,0.04,6.4,32.17
0.216,9.204,2967.137,780.906,0.299,0.003,59.492,46.993,243.096,0.532,0.395,0.017,0.12,0.622,2.769,5.407,3.821e-4,0,1.144,1.225,0.08,1.995e-4,1013.091,0.001,340.384,0.041,6.4,32.17
0.22,9.026,2966.702,780.47,0.299,0.003,59.537,46.989,242.532,0.532,0.395,0.017,0.12,0.619,2.706,5.306,1.143e-4,0,1.135,1.225,0.09,2.465e-4,1013.086,0.001,340.383,0.041,6.4,32.17
0.223,8.859,2966.278,780.046,0.299,0.003,59.581,46.984,241.983,0.532,0.395,0.017,0.12,0.617,2.648,5.211,-2.759e-4,0,1.126,1.225,0.099,2.963e-4,1013.081,0.001,340.383,0.042,6.4,32.17
0.226,8.7,2965.863,779.632,0.299,0.003,59.622,46.98,241.446,0.532,0.395,0.017,0.12,0.615,2.592,5.12,1.574e-4,0,1.117,1.225,0.108,3.485e-4,1013.075,0.001,340.383,0.043,6.4,32.17
0.229,8.55,2965.459,779.227,0.299,0.003,59.662,46.975,240.922,0.532,0.395,0.017,0.12,0.613,2.54,5.035,2.39e-4,0,1.108,1.225,0.116,4.028e-4,1013.07,0.001,340.383,0.043,6.4,32.17
0.232,8.407,2965.063,778.832,0.299,0.003,59.699,46.971,240.41,0.532,0.395,0.017,0.12,0.611,2.491,4.953,-3.419e-5,0,1.1,1.225,0.125,4.59e-4,1013.065,0.001,340.383,0.044,6.4,32.17
0.235,8.271,2964.676,778.444,0.299,0.003,59.736,46.967,239.909,0.532,0.395,0.017,0.12,0.609,2.444,4.875,-3.077e-4,0,1.092,1.225,0.133,5.167e-4,1013.059,0.001,340.382,0.045,6.4,32.17
0.238,8.141,2964.296,778.065,0.299,0.003,59.77,46.963,239.417,0.532,0.395,0.017,0.12,0.607,2.4,4.801,-4.902e-4,0,1.084,1.225,0.141,5.758e-4,1013.054,0.001,340.382,0.045,6.4,32.17
0.241,8.017,2963.924,777.692,0.299,0.003,59.804,46.959,238.935,0.532,0.395,0.017,0.12,0.605,2.357,4.73,3.708e-4,0,1.076,1.225,0.149,6.362e-4,1013.049,0.001,340.382,0.046,6.4,32.17
0.244,7.898,2963.559,777.327,0.299,0.003,59.836,46.955,238.462,0.532,0.395,0.017,0.12,0.604,2.317,4.663,-2.43e-4,0,1.068,1.225,0.157,6.977e-4,1013.044,0.001,340.382,0.046,6.4,32.17
0.247,7.785,2963.2,776.968,0.299,0.003,59.867,46.952,237.997,0.532,0.395,0.017,0.12,0.602,2.279,4.598,-5.465e-5,0,1.061,1.225,0.164,7.602e-4,1013.039,0.001,340.382,0.047,6.4,32.17
0.25,7.675,2962.847,776.615,0.299,0.003,59.897,46.948,237.54,0.532,0.395,0.017,0.12,0.601,2.242,4.535,1.69e-4,0,1.053,1.225,0.172,8.236e-4,1013.034,0.001,340.382,0.048,6.4,32.17
0.252,7.577,2962.5,776.268,0.299,0.003,59.924,46.944,237.091,0.532,0.395,0.017,0.12,0.599,2.209,4.478,2.272e-4,0,1.046,1.225,0.179,8.877e-4,1013.029,0.001,340.381,0.048,6.4,32.17
0.255,7.484,2962.158,775.927,0.299,0.003,59.95,46.941,236.648,0.532,0.395,0.017,0.12,0.598,2.178,4.426,3.43e-4,0,1.039,1.225,0.186,9.526e-4,1013.024,0.001,340.381,0.049,6.4,32.17
0.257,7.394,2961.822,775.59,0.299,0.003,59.975,46.937,236.213,0.532,0.395,0.017,0.12,0.597,2.148,4.375,3.195e-4,0,1.032,1.225,0.193,0.001,1013.019,0.001,340.381,0.049,6.4,32.17
0.26,7.308,2961.49,775.259,0.299,0.003,59.999,46.934,235.784,0.532,0.395,0.017,0.12,0.596,2.119,4.325,2.977e-4,0,1.025,1.225,0.2,0.001,1013.014,0.001,340.381,0.05,6.4,32.17
0.262,7.224,2961.164,774.932,0.299,0.003,60.022,46.93,235.361,0.532,0.395,0.017,0.12,0.594,2.091,4.277,-3.372e-4,0,1.018,1.225,0.207,0.001,1013.009,0.001,340.381,0.05,6.4,32.17
0.265,7.142,2960.839,774.608,0.298,0.003,60.045,46.927,234.941,0.532,0.395,0.017,0.12,0.593,2.064,4.23,-9.585e-5,0,1.011,1.225,0.214,0.001,1013.004,0.001,340.381,0.051,6.4,32.17
0.267,7.062,2960.515,774.283,0.298,0.003,60.068,46.923,234.521,0.532,0.395,0.017,0.12,0.592,2.038,4.184,4.757e-4,0,1.004,1.225,0.22,0.001,1012.999,0.001,340.38,0.051,6.4,32.17
0.27,6.983,2960.191,773.959,0.298,0.003,60.09,46.92,234.101,0.532,0.395,0.017,0.12,0.591,2.012,4.139,-3.931e-5,0,0.998,1.225,0.227,0.001,1012.994,0.001,340.38,0.052,6.4,32.17
0.272,6.906,2959.866,773.635,0.298,0.003,60.112,46.916,233.681,0.532,0.395,0.017,0.12,0.59,1.987,4.094,8.953e-5,0,0.991,1.225,0.234,0.001,1012.988,0.001,340.38,0.052,6.4,32.17
0.275,6.83,2959.542,773.31,0.298,0.003,60.134,46.913,233.261,0.532,0.395,0.017,0.12,0.589,1.962,4.051,4.125e-4,0,0.984,1.225,0.24,0.002,1012.983,0.001,340.38,0.053,6.4,32.17
0.277,6.756,2959.218,772.986,0.298,0.003,60.155,46.91,232.841,0.532,0.395,0.017,0.12,0.588,1.937,4.008,-3.221e-4,0,0.978,1.225,0.247,0.002,1012.978,0.001,340.38,0.053,6.4,32.17
0.28,6.682,2958.893,772.662,0.298,0.003,60.176,46.906,232.421,0.533,0.395,0.017,0.12,0.587,1.914,3.966,2.16e-4,0,0.971,1.225,0.254,0.002,1012.973,0.001,340.38,0.054,6.4,32.17
0.282,6.61,2958.569,772.337,0.298,0.003,60.197,46.903,232.001,0.533,0.395,0.017,0.12,0.586,1.89,3.924,-1.196e-4,0,0.964,1.225,0.261,0.002,1012.967,0.001,340.379,0.054,6.4,32.17
0.285,6.539,2958.245,772.013,0.298,0.003,60.218,46.899,231.581,0.533,0.395,0.017,0.12,0.585,1.867,3.883,3.472e-4,0,0.958,1.225,0.267,0.002,1012.962,0.001,340.379,0.055,6.4,32.17
0.287,6.469,2957.92,771.689,0.298,0.003,60.238,46.896,231.161,0.533,0.395,0.017,0.12,0.584,1.845,3.844,-1.785e-4,0,0.951,1.225,0.274,0.002,1012.956,0.001,340.379,0.055,6.4,32.17
0.29,6.4,2957.596,771.364,0.298,0.003,60.258,46.892,230.741,0.533,0.395,0.017,0.12,0.583,1.822,3.804,4.552e-4,0,0.945,1.225,0.28,0.002,1012.951,0.001,340.379,0.056,6.4,32.17
0.292,6.333,2957.272,771.04,0.298,0.003,60.278,46.889,230.321,0.533,0.395,0.017,0.12,0.583,1.801,3.765,2.296e-5,0,0.938,1.225,0.287,0.002,1012.945,0.001,340.379,0.056,6.4,32.17
0.295,6.266,2956.947,770.716,0.298,0.003,60.298,46.886,229.901,0.533,0.395,0.017,0.12,0.582,1.779,3.727,-3.399e-4,0,0.931,1.225,0.294,0.002,1012.94,0.001,340.378,0.057,6.4,32.17
0.297,6.2,2956.623,770.391,0.298,0.003,60.317,46.882,229.481,0.533,0.395,0.018,0.12,0.581,1.758,3.688,-2.882e-4,0,0.925,1.225,0.3,0.002,1012.934,0.001,340.378,0.057,6.4,32.17
0.3,6.135,2956.299,770.067,0.298,0.003,60.336,46.879,229.061,0.533,0.395,0.018,0.12,0.58,1.738,3.651,-5.235e-6,0,0.918,1.225,0.307,0.002,1012.928,0.001,340.378,0.058,6.4,32.17
0.302,6.083,2955.974,769.743,0.298,0.003,60.352,46.875,228.641,0.533,0.395,0.018,0.12,0.579,1.721,3.621,2.213e-5,0,0.912,1.225,0.313,0.002,1012.923,0.001,340.378,0.058,6.4,32.17
0.305,6.032,2955.65,769.418,0.298,0.003,60.367,46.872,228.221,0.533,0.395,0.018,0.12,0.579,1.705,3.592,-7.836e-6,0,0.905,1.225,0.32,0.002,1012.917,0.001,340.378,0.059,6.4,32.17
0.307,5.982,2955.326,769.094,0.298,0.003,60.382,46.868,227.801,0.533,0.395,0.018,0.12,0.578,1.689,3.563,-4.081e-4,0,0.899,1.225,0.326,0.003,1012.911,0.001,340.378,0.059,6.4,32.17
0.31,5.932,2955.001,768.77,0.298,0.003,60.397,46.865,227.382,0.533,0.395,0.018,0.12,0.578,1.673,3.534,-8.357e-5,0,0.892,1.225,0.333,0.003,1012.905,0.001,340.377,0.06,6.4,32.17
0.312,5.883,2954.677,768.445,0.298,0.003,60.411,46.862,226.962,0.533,0.395,0.018,0.12,0.577,1.657,3.506,5.4e-5,0,0.886,1.225,0.339,0.003,1012.899,0.001,340.377,0.06,6.4,32.17
0.315,5.834,2954.353,768.121,0.298,0.003,60.426,46.858,226.542,0.533,0.395,0.018,0.12,0.576,1.642,3.479,1.389e-4,0,0.879,1.225,0.346,0.003,1012.893,0.001,340.377,0.061,6.4,32.17
0.317,5.786,2954.028,767.797,0.298,0.003,60.44,46.855,226.122,0.533,0.395,0.018,0.12,0.576,1.627,3.451,-7.837e-5,0,0.873,1.225,0.352,0.003,1012.887,0.001,340.377,0.061,6.4,32.17
0.32,5.738,2953.704,767.472,0.298,0.003,60.455,46.851,225.702,0.533,0.395,0.018,0.12,0.575,1.612,3.423,1.583e-4,0,0.866,1.225,0.359,0.003,1012.881,0.001,340.377,0.062,6.4,32.17
0.322,5.691,2953.38,767.148,0.298,0.003,60.469,46.848,225.282,0.533,0.395,0.018,0.121,0.575,1.597,3.396,3.689e-4,0,0.86,1.225,0.365,0.003,1012.875,0.001,340.376,0.062,6.4,32.17
0.325,5.645,2953.055,766.824,0.298,0.003,60.483,46.844,224.862,0.533,0.395,0.018,0.121,0.574,1.583,3.369,-2.339e-4,0,0.854,1.225,0.371,0.003,1012.869,0.001,340.376,0.063,6.4,32.17
0.327,5.599,2952.731,766.499,0.298,0.003,60.497,46.841,224.442,0.533,0.395,0.018,0.121,0.573,1.568,3.343,4.052e-4,0,0.847,1.225,0.378,0.003,1012.863,0.001,340.376,0.063,6.4,32.17
0.33,5.553,2952.407,766.175,0.298,0.003,60.511,46.837,224.022,0.533,0.395,0.018,0.121,0.573,1.554,3.317,-1.444e-4,0,0.841,1.225,0.384,0.003,1012.856,0.001,340.376,0.064,6.4,32.17
0.332,5.508,2952.082,765.851,0.298,0.003,60.525,46.834,223.602,0.533,0.395,0.018,0.121,0.572,1.54,3.291,-5.524e-5,0,0.835,1.225,0.391,0.004,1012.85,0.001,340.375,0.064,6.4,32.17
0.335,5.463,2951.758,765.526,0.298,0.003,60.538,46.831,223.182,0.533,0.395,0.018,0.121,0.572,1.526,3.265,3.761e-4,0,0.828,1.225,0.397,0.004,1012.844,0.001,340.375,0.065,6.4,32.17
0.337,5.419,2951.433,765.202,0.298,0.003,60.552,46.827,222.762,0.533,0.395,0.018,0.121,0.571,1.512,3.239,2.701e-4,0,0.822,1.225,0.403,0.004,1012.837,0.001,340.375,0.065,6.4,32.17
0.34,5.375,2951.109,764.878,0.297,0.003,60.565,46.824,222.342,0.533,0.395,0.018,0.121,0.571,1.499,3.214,-6.863e-5,0,0.816,1.225,0.409,0.004,1012.831,0.001,340.375,0.065,6.4,32.17
0.342,5.332,2950.785,764.553,0.297,0.003,60.579,46.82,221.922,0.533,0.395,0.018,0.121,0.57,1.485,3.189,3.905e-4,0,0.809,1.225,0.416,0.004,1012.824,0.001,340.375,0.066,6.4,32.17
0.345,5.289,2950.46,764.229,0.297,0.003,60.592,46.817,221.502,0.533,0.395,0.018,0.121,0.57,1.472,3.164,-4.77e-4,0,0.803,1.225,0.422,0.004,1012.818,0.001,340.374,0.066,6.4,32.17
0.349,5.22,2949.94,763.708,0.297,0.003,60.613,46.811,220.828,0.533,0.395,0.018,0.121,0.569,1.451,3.125,-2.05e-4,0,0.793,1.225,0.432,0.004,1012.807,0.001,340.374,0.067,6.4,32.17
0.352,5.169,2949.646,763.414,0.297,0.003,60.629,46.808,220.562,0.533,0.395,0.018,0.121,0.568,1.435,3.094,-6.248e-5,0,0.787,1.225,0.438,0.004,1012.8,0.001,340.374,0.068,6.4,32.17
0.354,5.111,2949.351,763.12,0.297,0.003,60.647,46.805,220.296,0.533,0.395,0.018,0.121,0.568,1.417,3.06,9.93e-5,0,0.781,1.225,0.444,0.004,1012.793,0.001,340.374,0.068,6.4,32.17
0.357,5.053,2949.057,762.826,0.297,0.003,60.665,46.802,220.03,0.533,0.395,0.018,0.121,0.567,1.399,3.027,2.79e-4,0,0.775,1.225,0.45,0.005,1012.787,0.001,340.373,0.069,6.4,32.17
0.359,4.997,2948.763,762.531,0.297,0.003,60.682,46.799,219.764,0.533,0.395,0.018,0.121,0.566,1.382,2.993,8.825e-5,0,0.769,1.225,0.457,0.005,1012.78,0.001,340.373,0.069,6.4,32.17
0.362,4.94,2948.469,762.237,0.297,0.003,60.7,46.796,219.497,0.533,0.395,0.018,0.121,0.566,1.365,2.96,1.455e-4,0,0.763,1.225,0.463,0.005,1012.773,0.001,340.373,0.07,6.4,32.17
0.364,4.884,2948.174,761.943,0.297,0.003,60.718,46.792,219.231,0.533,0.395,0.018,0.121,0.565,1.348,2.928,-3.482e-4,0,0.756,1.225,0.469,0.005,1012.766,0.001,340.373,0.07,6.4,32.17
0.367,4.829,2947.88,761.648,0.297,0.003,60.735,46.789,218.965,0.533,0.395,0.018,0.121,0.565,1.331,2.896,-4.994e-5,0,0.75,1.225,0.475,0.005,1012.759,0.001,340.372,0.07,6.4,32.17
0.369,4.774,2947.586,761.354,0.297,0.003,60.752,46.786,218.699,0.533,0.395,0.018,0.121,0.564,1.314,2.863,1.163e-4,0,0.744,1.225,0.481,0.005,1012.752,0.001,340.372,0.071,6.4,32.17
0.372,4.72,2947.291,761.06,0.297,0.003,60.769,46.783,218.433,0.533,0.395,0.018,0.121,0.563,1.298,2.831,-1.13e-4,0,0.738,1.225,0.487,0.005,1012.745,0.001,340.372,0.071,6.4,32.17
0.374,4.666,2946.997,760.766,0.297,0.003,60.786,46.78,218.167,0.533,0.395,0.018,0.121,0.563,1.282,2.799,4.698e-4,0,0.733,1.225,0.493,0.005,1012.738,0.001,340.372,0.072,6.4,32.17
0.377,4.612,2946.703,760.471,0.297,0.003,60.803,46.777,217.901,0.533,0.395,0.018,0.121,0.562,1.265,2.768,4.154e-5,0,0.727,1.225,0.499,0.005,1012.731,0.001,340.371,0.072,6.4,32.17
0.379,4.559,2946.409,760.177,0.297,0.003,60.82,46.774,217.635,0.533,0.395,0.018,0.121,0.562,1.249,2.737,-1.805e-5,0,0.721,1.225,0.505,0.005,1012.723,0.001,340.371,0.073,6.4,32.17
0.382,4.506,2946.114,759.883,0.297,0.003,60.837,46.77,217.369,0.533,0.395,0.018,0.121,0.561,1.233,2.706,1.451e-4,0,0.715,1.225,0.51,0.006,1012.716,0.001,340.371,0.073,6.4,32.17
0.384,4.453,2945.82,759.588,0.297,0.003,60.854,46.767,217.103,0.533,0.395,0.018,0.121,0.561,1.218,2.674,-2.81e-4,0,0.709,1.225,0.516,0.006,1012.709,0.001,340.371,0.074,6.4,32.17
0.387,4.401,2945.526,759.294,0.297,0.003,60.871,46.764,216.836,0.533,0.395,0.018,0.121,0.56,1.202,2.644,4.742e-4,0,0.703,1.225,0.522,0.006,1012.701,0.001,340.37,0.074,6.4,32.17
0.389,4.35,2945.231,759,0.297,0.003,60.887,46.761,216.57,0.533,0.395,0.018,0.121,0.559,1.187,2.614,4.524e-4,0,0.697,1.225,0.528,0.006,1012.694,0.001,340.37,0.075,6.4,32.17
0.392,4.298,2944.937,758.706,0.297,0.003,60.904,46.758,216.304,0.533,0.395,0.018,0.121,0.559,1.171,2.583,3.948e-4,0,0.692,1.225,0.534,0.006,1012.687,0.001,340.37,0.075,6.4,32.17
0.394,4.247,2944.643,758.411,0.297,0.003,60.92,46.755,216.038,0.533,0.395,0.018,0.121,0.558,1.156,2.553,4.628e-4,0,0.686,1.225,0.539,0.006,1012.679,0.001,340.37,0.076,6.4,32.17
0.397,4.197,2944.349,758.117,0.297,0.003,60.937,46.752,215.772,0.533,0.395,0.018,0.121,0.558,1.141,2.523,5.013e-5,0,0.68,1.225,0.545,0.006,1012.672,0.001,340.369,0.076,6.4,32.17
0.399,4.146,2944.054,757.823,0.297,0.003,60.953,46.748,215.506,0.534,0.395,0.018,0.121,0.557,1.126,2.494,-2.62e-4,0,0.675,1.225,0.551,0.006,1012.664,0.001,340.369,0.077,6.4,32.17
0.402,4.097,2943.76,757.528,0.297,0.003,60.969,46.745,215.24,0.534,0.395,0.018,0.121,0.557,1.112,2.465,-3.06e-4,0,0.669,1.225,0.556,0.006,1012.656,0.001,340.369,0.077,6.4,32.17
0.404,4.047,2943.466,757.234,0.297,0.003,60.985,46.742,214.974,0.534,0.395,0.018,0.121,0.556,1.097,2.435,6.556e-5,0,0.663,1.225,0.562,0.006,1012.649,0.001,340.369,0.077,6.4,32.17
0.407,3.998,2943.171,756.94,0.297,0.003,61.001,46.739,214.708,0.534,0.395,0.018,0.121,0.556,1.083,2.406,1.682e-4,0,0.658,1.225,0.568,0.006,1012.641,0.001,340.368,0.078,6.4,32.17
0.409,3.949,2942.877,756.646,0.297,0.003,61.017,46.736,214.441,0.534,0.395,0.018,0.121,0.556,1.068,2.377,-4.797e-4,0,0.652,1.225,0.573,0.007,1012.633,0.001,340.368,0.078,6.4,32.17
0.412,3.901,2942.583,756.351,0.297,0.003,61.033,46.733,214.175,0.534,0.395,0.018,0.121,0.555,1.054,2.349,2.425e-5,0,0.647,1.225,0.579,0.007,1012.625,0.001,340.368,0.079,6.4,32.17
0.414,3.853,2942.289,756.057,0.297,0.003,61.049,46.73,213.909,0.534,0.395,0.018,0.121,0.555,1.04,2.32,-1.544e-4,0,0.641,1.225,0.584,0.007,1012.617,0.001,340.368,0.079,6.4,32.17
0.417,3.805,2941.994,755.763,0.297,0.003,61.064,46.726,213.643,0.534,0.395,0.018,0.121,0.554,1.026,2.292,-2.098e-4,0,0.636,1.225,0.59,0.007,1012.61,0.001,340.367,0.08,6.4,32.17
0.419,3.757,2941.7,755.468,0.296,0.003,61.08,46.723,213.377,0.534,0.395,0.018,0.121,0.554,1.012,2.263,2.304e-4,0,0.63,1.226,0.595,0.007,1012.602,0.001,340.367,0.08,6.4,32.17
0.422,3.71,2941.406,755.174,0.296,0.003,61.096,46.72,213.111,0.534,0.395,0.018,0.121,0.553,0.998,2.235,-1.185e-4,0,0.625,1.226,0.601,0.007,1012.594,0.001,340.367,0.081,6.4,32.17
0.424,3.663,2941.111,754.88,0.296,0.003,61.111,46.717,212.845,0.534,0.395,0.018,0.121,0.553,0.985,2.207,-2.098e-5,0,0.62,1.226,0.606,0.007,1012.586,0.001,340.367,0.081,6.4,32.17
0.427,3.616,2940.817,754.586,0.296,0.003,61.127,46.714,212.579,0.534,0.395,0.018,0.121,0.552,0.971,2.18,-3.434e-4,0,0.614,1.226,0.611,0.007,1012.577,0.001,340.366,0.082,6.4,32.17
0.429,3.569,2940.523,754.291,0.296,0.003,61.142,46.711,212.313,0.534,0.395,0.018,0.121,0.552,0.958,2.152,-4.226e-4,0,0.609,1.226,0.617,0.007,1012.569,0.001,340.366,0.082,6.4,32.17
0.432,3.523,2940.229,753.997,0.296,0.003,61.158,46.708,212.046,0.534,0.395,0.018,0.121,0.552,0.944,2.125,1.172e-4,0,0.604,1.226,0.622,0.007,1012.561,0.001,340.366,0.082,6.4,32.17
0.434,3.477,2939.934,753.703,0.296,0.003,61.173,46.704,211.78,0.534,0.395,0.018,0.121,0.551,0.931,2.098,-3.476e-4,0,0.599,1.226,0.627,0.007,1012.553,0.001,340.365,0.083,6.4,32.17
0.437,3.431,2939.64,753.408,0.296,0.003,61.188,46.701,211.514,0.534,0.395,0.018,0.121,0.551,0.918,2.071,-2.476e-4,0,0.593,1.226,0.632,0.007,1012.545,0.001,340.365,0.083,6.4,32.17
0.439,3.386,2939.346,753.114,0.296,0.003,61.203,46.698,211.248,0.534,0.395,0.018,0.121,0.55,0.905,2.044,3.266e-4,0,0.588,1.226,0.637,0.007,1012.536,0.001,340.365,0.084,6.4,32.17
0.442,3.341,2939.051,752.82,0.296,0.003,61.219,46.695,210.982,0.534,0.395,0.018,0.121,0.55,0.892,2.017,2.862e-5,0,0.583,1.226,0.643,0.007,1012.528,0.001,340.365,0.084,6.4,32.17
