# Time (s),Angle of attack (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Thrust (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reference length (cm),Reference area (cm²)
0.216,9.228,2967.225,780.961,0.299,0.003,59.486,46.994,243.168,0.532,0.395,0.017,0.12,0.622,2.777,5.42,-2.465e-4,0,1.473,1.575,0.101,1.938e-4,1013.092,0.001,340.384,0.041,6.4,32.17
0.219,9.088,2966.886,780.621,0.299,0.003,59.522,46.991,242.728,0.532,0.395,0.017,0.12,0.62,2.728,5.341,-1.537e-5,0,1.464,1.575,0.111,2.297e-4,1013.088,0.001,340.383,0.041,6.4,32.17
0.221,8.954,2966.553,780.288,0.299,0.003,59.556,46.987,242.296,0.532,0.395,0.017,0.12,0.618,2.681,5.265,-4.718e-4,0,1.455,1.575,0.12,2.674e-4,1013.084,0.001,340.383,0.042,6.4,32.17
0.224,8.826,2966.226,779.962,0.299,0.003,59.589,46.984,241.874,0.532,0.395,0.017,0.12,0.617,2.636,5.192,-8.152e-5,0,1.446,1.575,0.129,3.067e-4,1013.08,0.001,340.383,0.042,6.4,32.17
0.226,8.702,2965.902,779.638,0.299,0.003,59.622,46.98,241.454,0.532,0.395,0.017,0.12,0.615,2.593,5.121,6.337e-5,0,1.437,1.575,0.138,3.478e-4,1013.075,0.001,340.383,0.043,6.4,32.17
0.229,8.581,2965.577,779.313,0.299,0.003,59.653,46.977,241.034,0.532,0.395,0.017,0.12,0.613,2.551,5.052,4.26e-4,0,1.428,1.575,0.147,3.91e-4,1013.071,0.001,340.383,0.043,6.4,32.17
0.231,8.463,2965.253,778.989,0.299,0.003,59.684,46.973,240.614,0.532,0.395,0.017,0.12,0.612,2.51,4.985,-1.033e-4,0,1.419,1.575,0.156,4.363e-4,1013.067,0.001,340.383,0.044,6.4,32.17
0.234,8.348,2964.929,778.665,0.299,0.003,59.715,46.97,240.194,0.532,0.395,0.017,0.12,0.61,2.47,4.919,3.605e-4,0,1.41,1.575,0.165,4.835e-4,1013.062,0.001,340.383,0.044,6.4,32.17
0.236,8.235,2964.604,778.34,0.299,0.003,59.745,46.967,239.774,0.532,0.395,0.017,0.12,0.608,2.432,4.855,2.13e-4,0,1.401,1.575,0.174,5.327e-4,1013.058,0.001,340.382,0.045,6.4,32.17
0.239,8.125,2964.28,778.016,0.299,0.003,59.775,46.963,239.354,0.532,0.395,0.017,0.12,0.607,2.394,4.792,3.289e-4,0,1.392,1.575,0.182,5.836e-4,1013.054,0.001,340.382,0.045,6.4,32.17
0.241,8.017,2963.956,777.691,0.299,0.003,59.804,46.96,238.934,0.532,0.395,0.017,0.12,0.605,2.357,4.73,2.376e-4,0,1.383,1.575,0.191,6.364e-4,1013.049,0.001,340.382,0.046,6.4,32.17
0.244,7.911,2963.631,777.367,0.299,0.003,59.832,46.956,238.514,0.532,0.395,0.017,0.12,0.604,2.322,4.67,-4.915e-4,0,1.375,1.575,0.2,6.909e-4,1013.045,0.001,340.382,0.046,6.4,32.17
0.246,7.808,2963.307,777.043,0.299,0.003,59.861,46.953,238.094,0.532,0.395,0.017,0.12,0.602,2.287,4.611,-3.983e-4,0,1.366,1.575,0.209,7.47e-4,1013.04,0.001,340.382,0.047,6.4,32.17
0.249,7.707,2962.983,776.718,0.299,0.003,59.888,46.95,237.674,0.532,0.395,0.017,0.12,0.601,2.253,4.553,-3.138e-4,0,1.357,1.575,0.218,8.048e-4,1013.035,0.001,340.382,0.047,6.4,32.17
0.251,7.612,2962.658,776.394,0.299,0.003,59.914,46.946,237.254,0.532,0.395,0.017,0.12,0.6,2.221,4.499,1.81e-4,0,1.348,1.575,0.226,8.641e-4,1013.031,0.001,340.382,0.048,6.4,32.17
0.254,7.523,2962.334,776.07,0.299,0.003,59.939,46.943,236.834,0.532,0.395,0.017,0.12,0.598,2.191,4.448,2.152e-5,0,1.34,1.575,0.235,9.251e-4,1013.026,0.001,340.381,0.048,6.4,32.17
0.256,7.436,2962.01,775.745,0.299,0.003,59.963,46.939,236.414,0.532,0.395,0.017,0.12,0.597,2.162,4.398,-9.311e-5,0,1.331,1.575,0.244,9.876e-4,1013.021,0.001,340.381,0.049,6.4,32.17
0.259,7.35,2961.685,775.421,0.299,0.003,59.987,46.936,235.994,0.532,0.395,0.017,0.12,0.596,2.133,4.349,3.071e-5,0,1.322,1.575,0.253,0.001,1013.016,0.001,340.381,0.049,6.4,32.17
0.261,7.266,2961.361,775.097,0.299,0.003,60.011,46.932,235.574,0.532,0.395,0.017,0.12,0.595,2.105,4.3,4.982e-5,0,1.313,1.575,0.261,0.001,1013.011,0.001,340.381,0.05,6.4,32.17
0.264,7.184,2961.037,774.772,0.298,0.003,60.034,46.929,235.154,0.532,0.395,0.017,0.12,0.594,2.078,4.254,2.948e-4,0,1.305,1.575,0.27,0.001,1013.006,0.001,340.381,0.05,6.4,32.17
0.266,7.103,2960.712,774.448,0.298,0.003,60.056,46.926,234.734,0.532,0.395,0.017,0.12,0.593,2.051,4.207,4.76e-4,0,1.296,1.575,0.279,0.001,1013.001,0.001,340.381,0.051,6.4,32.17
0.269,7.023,2960.388,774.124,0.298,0.003,60.079,46.922,234.314,0.532,0.395,0.017,0.12,0.592,2.025,4.162,3.895e-4,0,1.288,1.575,0.287,0.001,1012.996,0.001,340.38,0.051,6.4,32.17
0.271,6.945,2960.064,773.799,0.298,0.003,60.101,46.919,233.894,0.532,0.395,0.017,0.12,0.591,1.999,4.117,3.762e-4,0,1.279,1.575,0.296,0.001,1012.991,0.001,340.38,0.052,6.4,32.17
0.274,6.869,2959.739,773.475,0.298,0.003,60.123,46.915,233.474,0.532,0.395,0.017,0.12,0.59,1.974,4.073,-4.616e-4,0,1.27,1.575,0.305,0.001,1012.986,0.001,340.38,0.052,6.4,32.17
0.276,6.793,2959.415,773.151,0.298,0.003,60.144,46.912,233.054,0.532,0.395,0.017,0.12,0.589,1.95,4.03,-3.227e-5,0,1.262,1.575,0.313,0.002,1012.981,0.001,340.38,0.053,6.4,32.17
0.279,6.719,2959.091,772.826,0.298,0.003,60.166,46.908,232.634,0.533,0.395,0.017,0.12,0.588,1.926,3.987,4.882e-4,0,1.253,1.575,0.322,0.002,1012.975,0.001,340.38,0.053,6.4,32.17
0.281,6.647,2958.766,772.502,0.298,0.003,60.187,46.905,232.214,0.533,0.395,0.017,0.12,0.587,1.902,3.945,-3.316e-4,0,1.245,1.575,0.33,0.002,1012.97,0.001,340.379,0.054,6.4,32.17
0.284,6.575,2958.442,772.178,0.298,0.003,60.207,46.902,231.794,0.533,0.395,0.017,0.12,0.586,1.879,3.904,1.069e-4,0,1.236,1.575,0.339,0.002,1012.965,0.001,340.379,0.054,6.4,32.17
0.286,6.505,2958.118,771.853,0.298,0.003,60.228,46.898,231.374,0.533,0.395,0.017,0.12,0.585,1.856,3.864,2.44e-4,0,1.227,1.575,0.347,0.002,1012.959,0.001,340.379,0.055,6.4,32.17
0.289,6.435,2957.793,771.529,0.298,0.003,60.248,46.895,230.954,0.533,0.395,0.017,0.12,0.584,1.834,3.823,2.048e-4,0,1.219,1.575,0.356,0.002,1012.954,0.001,340.379,0.055,6.4,32.17
0.291,6.367,2957.469,771.205,0.298,0.003,60.268,46.891,230.534,0.533,0.395,0.017,0.12,0.583,1.812,3.785,4.273e-4,0,1.21,1.575,0.365,0.002,1012.948,0.001,340.379,0.056,6.4,32.17
0.294,6.3,2957.145,770.88,0.298,0.003,60.288,46.888,230.115,0.533,0.395,0.017,0.12,0.582,1.79,3.746,7.793e-5,0,1.202,1.575,0.373,0.002,1012.943,0.001,340.379,0.056,6.4,32.17
0.296,6.233,2956.82,770.556,0.298,0.003,60.307,46.884,229.695,0.533,0.395,0.017,0.12,0.581,1.769,3.708,-4.889e-4,0,1.193,1.575,0.381,0.002,1012.937,0.001,340.378,0.057,6.4,32.17
0.299,6.168,2956.496,770.232,0.298,0.003,60.326,46.881,229.275,0.533,0.395,0.018,0.12,0.581,1.748,3.67,2.74e-4,0,1.185,1.575,0.39,0.002,1012.931,0.001,340.378,0.057,6.4,32.17
0.301,6.11,2956.172,769.907,0.298,0.003,60.344,46.877,228.855,0.533,0.395,0.018,0.12,0.58,1.729,3.636,4.127e-4,0,1.177,1.575,0.398,0.002,1012.926,0.001,340.378,0.058,6.4,32.17
0.304,6.058,2955.847,769.583,0.298,0.003,60.359,46.874,228.435,0.533,0.395,0.018,0.12,0.579,1.713,3.607,8.162e-5,0,1.168,1.575,0.407,0.002,1012.92,0.001,340.378,0.058,6.4,32.17
0.306,6.007,2955.523,769.259,0.298,0.003,60.374,46.871,228.015,0.533,0.395,0.018,0.12,0.579,1.697,3.578,-2.882e-4,0,1.16,1.575,0.415,0.003,1012.914,0.001,340.378,0.059,6.4,32.17
0.309,5.957,2955.199,768.934,0.298,0.003,60.389,46.867,227.595,0.533,0.395,0.018,0.12,0.578,1.681,3.549,2.412e-4,0,1.152,1.575,0.424,0.003,1012.908,0.001,340.377,0.059,6.4,32.17
0.311,5.908,2954.874,768.61,0.298,0.003,60.404,46.864,227.175,0.533,0.395,0.018,0.12,0.577,1.665,3.52,1.606e-4,0,1.143,1.575,0.432,0.003,1012.902,0.001,340.377,0.06,6.4,32.17
0.314,5.859,2954.55,768.286,0.298,0.003,60.419,46.86,226.755,0.533,0.395,0.018,0.12,0.577,1.65,3.492,3.796e-4,0,1.135,1.575,0.44,0.003,1012.896,0.001,340.377,0.06,6.4,32.17
0.316,5.81,2954.226,767.961,0.298,0.003,60.433,46.857,226.335,0.533,0.395,0.018,0.12,0.576,1.635,3.464,1.667e-4,0,1.127,1.575,0.449,0.003,1012.89,0.001,340.377,0.061,6.4,32.17
0.319,5.763,2953.901,767.637,0.298,0.003,60.448,46.853,225.915,0.533,0.395,0.018,0.12,0.575,1.62,3.437,-3.335e-4,0,1.118,1.575,0.457,0.003,1012.884,0.001,340.377,0.061,6.4,32.17
0.321,5.715,2953.577,767.313,0.298,0.003,60.462,46.85,225.495,0.533,0.395,0.018,0.12,0.575,1.605,3.409,-2.51e-4,0,1.11,1.575,0.465,0.003,1012.878,0.001,340.376,0.062,6.4,32.17
0.324,5.668,2953.253,766.988,0.298,0.003,60.476,46.847,225.075,0.533,0.395,0.018,0.121,0.574,1.59,3.383,1.941e-4,0,1.102,1.575,0.473,0.003,1012.872,0.001,340.376,0.062,6.4,32.17
0.326,5.622,2952.928,766.664,0.298,0.003,60.49,46.843,224.655,0.533,0.395,0.018,0.121,0.574,1.576,3.356,4.657e-4,0,1.094,1.575,0.482,0.003,1012.866,0.001,340.376,0.063,6.4,32.17
0.329,5.576,2952.604,766.34,0.298,0.003,60.504,46.84,224.235,0.533,0.395,0.018,0.121,0.573,1.561,3.33,-4.21e-4,0,1.085,1.575,0.49,0.003,1012.859,0.001,340.376,0.063,6.4,32.17
0.331,5.531,2952.28,766.015,0.298,0.003,60.518,46.836,223.815,0.533,0.395,0.018,0.121,0.573,1.547,3.304,-1.848e-4,0,1.077,1.575,0.498,0.003,1012.853,0.001,340.376,0.064,6.4,32.17
0.334,5.486,2951.955,765.691,0.298,0.003,60.531,46.833,223.395,0.533,0.395,0.018,0.121,0.572,1.533,3.278,2.871e-4,0,1.069,1.575,0.506,0.004,1012.847,0.001,340.375,0.064,6.4,32.17
0.336,5.442,2951.631,765.367,0.298,0.003,60.545,46.829,222.975,0.533,0.395,0.018,0.121,0.572,1.519,3.252,-3.902e-4,0,1.061,1.575,0.514,0.004,1012.84,0.001,340.375,0.065,6.4,32.17
0.339,5.398,2951.307,765.042,0.297,0.003,60.558,46.826,222.555,0.533,0.395,0.018,0.121,0.571,1.506,3.226,1.808e-4,0,1.053,1.575,0.522,0.004,1012.834,0.001,340.375,0.065,6.4,32.17
0.341,5.354,2950.982,764.718,0.297,0.003,60.572,46.822,222.135,0.533,0.395,0.018,0.121,0.571,1.492,3.202,-1.781e-4,0,1.045,1.575,0.53,0.004,1012.827,0.001,340.375,0.066,6.4,32.17
0.344,5.311,2950.658,764.394,0.297,0.003,60.585,46.819,221.715,0.533,0.395,0.018,0.121,0.57,1.479,3.177,-2.108e-4,0,1.037,1.575,0.538,0.004,1012.821,0.001,340.374,0.066,6.4,32.17
0.346,5.268,2950.334,764.069,0.297,0.003,60.598,46.816,221.295,0.533,0.395,0.018,0.121,0.57,1.466,3.152,4.027e-4,0,1.029,1.575,0.546,0.004,1012.814,0.001,340.374,0.067,6.4,32.17
0.349,5.221,2949.973,763.708,0.297,0.003,60.613,46.812,220.828,0.533,0.395,0.018,0.121,0.569,1.451,3.125,-1.99e-4,0,1.02,1.575,0.555,0.004,1012.807,0.001,340.374,0.067,6.4,32.17
0.352,5.169,2949.678,763.414,0.297,0.003,60.629,46.809,220.562,0.533,0.395,0.018,0.121,0.568,1.435,3.094,-4.259e-4,0,1.012,1.575,0.563,0.004,1012.8,0.001,340.374,0.068,6.4,32.17
0.354,5.111,2949.384,763.12,0.297,0.003,60.647,46.805,220.296,0.533,0.395,0.018,0.121,0.568,1.417,3.061,2.793e-4,0,1.004,1.575,0.571,0.004,1012.793,0.001,340.374,0.068,6.4,32.17
0.357,5.054,2949.09,762.826,0.297,0.003,60.665,46.802,220.03,0.533,0.395,0.018,0.121,0.567,1.4,3.027,9.239e-5,0,0.996,1.575,0.579,0.004,1012.787,0.001,340.373,0.069,6.4,32.17
0.359,4.997,2948.796,762.531,0.297,0.003,60.682,46.799,219.764,0.533,0.395,0.018,0.121,0.567,1.382,2.994,1.001e-4,0,0.988,1.575,0.587,0.005,1012.78,0.001,340.373,0.069,6.4,32.17
0.362,4.941,2948.501,762.237,0.297,0.003,60.7,46.796,219.497,0.533,0.395,0.018,0.121,0.566,1.365,2.961,-1.446e-5,0,0.981,1.575,0.595,0.005,1012.773,0.001,340.373,0.07,6.4,32.17
0.364,4.885,2948.207,761.943,0.297,0.003,60.717,46.793,219.231,0.533,0.395,0.018,0.121,0.565,1.348,2.928,1.128e-4,0,0.973,1.575,0.603,0.005,1012.766,0.001,340.373,0.07,6.4,32.17
0.367,4.83,2947.913,761.648,0.297,0.003,60.735,46.79,218.965,0.533,0.395,0.018,0.121,0.565,1.331,2.896,2.625e-4,0,0.965,1.575,0.61,0.005,1012.759,0.001,340.372,0.07,6.4,32.17
0.369,4.775,2947.618,761.354,0.297,0.003,60.752,46.787,218.699,0.533,0.395,0.018,0.121,0.564,1.315,2.864,-4.763e-4,0,0.957,1.575,0.618,0.005,1012.752,0.001,340.372,0.071,6.4,32.17
0.372,4.721,2947.324,761.06,0.297,0.003,60.769,46.783,218.433,0.533,0.395,0.018,0.121,0.563,1.298,2.832,9.54e-5,0,0.95,1.575,0.626,0.005,1012.745,0.001,340.372,0.071,6.4,32.17
0.374,4.667,2947.03,760.766,0.297,0.003,60.786,46.78,218.167,0.533,0.395,0.018,0.121,0.563,1.282,2.8,1.675e-6,0,0.942,1.575,0.633,0.005,1012.738,0.001,340.372,0.072,6.4,32.17
0.377,4.613,2946.736,760.471,0.297,0.003,60.803,46.777,217.901,0.533,0.395,0.018,0.121,0.562,1.266,2.768,-2.567e-5,0,0.934,1.575,0.641,0.005,1012.731,0.001,340.371,0.072,6.4,32.17
0.379,4.56,2946.441,760.177,0.297,0.003,60.82,46.774,217.635,0.533,0.395,0.018,0.121,0.562,1.25,2.737,7.047e-6,0,0.927,1.575,0.649,0.005,1012.723,0.001,340.371,0.073,6.4,32.17
0.382,4.508,2946.147,759.883,0.297,0.003,60.837,46.771,217.369,0.533,0.395,0.018,0.121,0.561,1.234,2.706,3.348e-4,0,0.919,1.575,0.656,0.005,1012.716,0.001,340.371,0.073,6.4,32.17
0.384,4.455,2945.853,759.588,0.297,0.003,60.854,46.768,217.103,0.533,0.395,0.018,0.121,0.561,1.218,2.676,-1.572e-4,0,0.912,1.575,0.664,0.006,1012.709,0.001,340.371,0.074,6.4,32.17
0.387,4.403,2945.558,759.294,0.297,0.003,60.87,46.765,216.836,0.533,0.395,0.018,0.121,0.56,1.203,2.645,1.581e-4,0,0.904,1.576,0.671,0.006,1012.701,0.001,340.37,0.074,6.4,32.17
0.389,4.352,2945.264,759,0.297,0.003,60.887,46.761,216.57,0.533,0.395,0.018,0.121,0.56,1.187,2.616,-7.127e-5,0,0.897,1.576,0.679,0.006,1012.694,0.001,340.37,0.075,6.4,32.17
0.392,4.301,2944.97,758.706,0.297,0.003,60.903,46.758,216.304,0.533,0.395,0.018,0.121,0.559,1.172,2.585,4.365e-5,0,0.889,1.576,0.686,0.006,1012.687,0.001,340.37,0.075,6.4,32.17
0.394,4.25,2944.676,758.411,0.297,0.003,60.92,46.755,216.038,0.533,0.395,0.018,0.121,0.558,1.157,2.555,-2.024e-4,0,0.882,1.576,0.693,0.006,1012.679,0.001,340.37,0.076,6.4,32.17
0.397,4.2,2944.381,758.117,0.297,0.003,60.936,46.752,215.772,0.534,0.395,0.018,0.121,0.558,1.142,2.526,2.548e-4,0,0.875,1.576,0.701,0.006,1012.672,0.001,340.369,0.076,6.4,32.17
0.399,4.15,2944.087,757.823,0.297,0.003,60.952,46.749,215.506,0.534,0.395,0.018,0.121,0.557,1.127,2.496,3.15e-4,0,0.867,1.576,0.708,0.006,1012.664,0.001,340.369,0.077,6.4,32.17
0.402,4.1,2943.793,757.528,0.297,0.003,60.968,46.746,215.24,0.534,0.395,0.018,0.121,0.557,1.113,2.466,2.368e-4,0,0.86,1.576,0.715,0.006,1012.656,0.001,340.369,0.077,6.4,32.17
0.404,4.051,2943.498,757.234,0.297,0.003,60.984,46.743,214.974,0.534,0.395,0.018,0.121,0.557,1.098,2.438,-3.792e-4,0,0.853,1.576,0.723,0.006,1012.649,0.001,340.369,0.077,6.4,32.17
0.407,4.002,2943.204,756.94,0.297,0.003,61,46.739,214.708,0.534,0.395,0.018,0.121,0.556,1.084,2.409,1.075e-4,0,0.846,1.576,0.73,0.006,1012.641,0.001,340.368,0.078,6.4,32.17
0.409,3.954,2942.91,756.646,0.297,0.003,61.016,46.736,214.441,0.534,0.395,0.018,0.121,0.556,1.07,2.38,2.939e-4,0,0.839,1.576,0.737,0.006,1012.633,0.001,340.368,0.078,6.4,32.17
0.412,3.905,2942.616,756.351,0.297,0.003,61.032,46.733,214.175,0.534,0.395,0.018,0.121,0.555,1.055,2.352,-3.79e-4,0,0.832,1.576,0.744,0.006,1012.625,0.001,340.368,0.079,6.4,32.17
0.414,3.858,2942.321,756.057,0.297,0.003,61.048,46.73,213.909,0.534,0.395,0.018,0.121,0.555,1.041,2.323,2.395e-4,0,0.825,1.576,0.751,0.006,1012.617,0.001,340.368,0.079,6.4,32.17
0.417,3.81,2942.027,755.763,0.297,0.003,61.063,46.727,213.643,0.534,0.395,0.018,0.121,0.554,1.028,2.296,1.034e-4,0,0.818,1.576,0.758,0.006,1012.61,0.001,340.367,0.08,6.4,32.17
0.419,3.763,2941.733,755.468,0.297,0.003,61.079,46.724,213.377,0.534,0.395,0.018,0.121,0.554,1.014,2.267,-2.009e-4,0,0.811,1.576,0.765,0.006,1012.602,0.001,340.367,0.08,6.4,32.17
0.422,3.716,2941.438,755.174,0.296,0.003,61.094,46.721,213.111,0.534,0.395,0.018,0.121,0.553,1,2.24,-1.384e-4,0,0.804,1.576,0.772,0.007,1012.594,0.001,340.367,0.081,6.4,32.17
0.424,3.669,2941.144,754.88,0.296,0.003,61.11,46.717,212.845,0.534,0.395,0.018,0.121,0.553,0.987,2.212,-4.173e-4,0,0.797,1.576,0.779,0.007,1012.586,0.001,340.367,0.081,6.4,32.17
0.427,3.623,2940.85,754.586,0.296,0.003,61.125,46.714,212.579,0.534,0.395,0.018,0.121,0.552,0.973,2.184,-4.351e-4,0,0.79,1.576,0.786,0.007,1012.577,0.001,340.366,0.082,6.4,32.17
