# Time (s),Angle of attack (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Thrust (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reference length (cm),Reference area (cm²)
1.091,0.39,2871.122,684.967,0.289,0.003,62.309,45.949,169.48,0.544,0.393,0.026,0.125,0.544,0.098,0.248,-3.738e-4,0,0.011,0.176,0.165,0.002,1008.958,0.001,340.245,0.188,6.4,32.17
1.108,0.245,2869.514,683.359,0.289,0.003,62.367,45.931,168.575,0.544,0.393,0.026,0.125,0.544,0.061,0.155,-3.625e-4,0,0.01,0.176,0.165,0.002,1008.833,0.001,340.241,0.19,6.4,32.17
1.125,0.127,2867.888,681.732,0.289,0.003,62.415,45.913,167.659,0.544,0.393,0.026,0.125,0.544,0.032,0.082,1.772e-4,0,0.01,0.176,0.166,7.756e-5,1008.705,0.001,340.236,0.192,6.4,32.17
1.142,0.194,2866.243,680.088,0.288,0.003,62.389,45.894,166.734,0.545,0.393,0.026,0.125,0.545,0.048,0.125,-3.141e-4,0,0.01,0.176,0.166,-0.001,1008.574,0.001,340.232,0.195,6.4,32.17
1.159,0.357,2864.58,678.425,0.288,0.003,62.327,45.876,165.798,0.545,0.393,0.026,0.125,0.545,0.089,0.232,-6.173e-6,0,0.009,0.176,0.166,-0.002,1008.44,0.001,340.227,0.197,6.4,32.17
1.176,0.543,2862.9,676.745,0.288,0.003,62.256,45.857,164.852,0.545,0.393,0.027,0.125,0.546,0.136,0.352,3.424e-5,0,0.009,0.176,0.167,-0.002,1008.303,0.001,340.223,0.199,6.4,32.17
1.186,0.645,2861.946,675.79,0.288,0.003,62.218,45.846,164.315,0.545,0.393,0.027,0.125,0.546,0.162,0.416,-9.23e-5,0,0.009,0.176,0.167,-0.001,1008.225,0.001,340.22,0.201,6.4,32.17
1.201,0.783,2860.694,674.539,0.288,0.003,62.166,45.832,163.576,0.546,0.393,0.027,0.125,0.547,0.198,0.506,-1.269e-5,0,0.009,0.176,0.167,-0.001,1008.106,0.001,340.216,0.203,6.4,32.17
1.219,0.884,2859.188,673.033,0.288,0.003,62.129,45.815,162.688,0.546,0.393,0.027,0.125,0.547,0.224,0.571,7.18e-6,0,0.008,0.176,0.168,-8.226e-4,1007.962,0.001,340.211,0.205,6.4,32.17
1.237,0.961,2857.664,671.509,0.288,0.003,62.101,45.797,161.789,0.546,0.393,0.028,0.126,0.548,0.244,0.622,3.252e-4,0,0.008,0.176,0.168,-5.104e-4,1007.814,0.001,340.206,0.207,6.4,32.17
1.255,1.018,2856.121,669.966,0.287,0.003,62.081,45.78,160.878,0.547,0.393,0.028,0.126,0.549,0.258,0.659,-1.985e-4,0,0.008,0.176,0.168,-2.555e-4,1007.663,0.001,340.201,0.21,6.4,32.17
1.273,1.061,2854.56,668.405,0.287,0.003,62.066,45.762,159.957,0.547,0.393,0.028,0.126,0.549,0.27,0.687,-1.544e-5,0,0.007,0.176,0.169,-7.853e-5,1007.508,0.001,340.196,0.212,6.4,32.17
1.292,1.071,2852.982,666.827,0.287,0.003,62.064,45.744,159.026,0.548,0.393,0.029,0.126,0.549,0.272,0.695,-4.549e-4,0,0.007,0.176,0.169,-2.149e-6,1007.349,0.001,340.191,0.215,6.4,32.17
1.311,1.016,2851.387,665.231,0.287,0.003,62.086,45.726,158.085,0.548,0.393,0.029,0.126,0.55,0.258,0.659,1.508e-4,0,0.007,0.176,0.169,3.276e-5,1007.187,0.001,340.185,0.217,6.4,32.17
1.33,0.91,2849.771,663.616,0.287,0.003,62.128,45.708,157.131,0.548,0.393,0.029,0.126,0.55,0.231,0.591,2.218e-4,0,0.007,0.176,0.169,1.491e-4,1007.021,0.001,340.18,0.22,6.4,32.17
1.349,0.78,2848.133,661.978,0.286,0.003,62.178,45.689,156.165,0.549,0.393,0.029,0.126,0.55,0.197,0.507,2.596e-4,0,0.007,0.176,0.17,3.19e-4,1006.851,0.001,340.174,0.222,6.4,32.17
1.369,0.663,2846.473,660.318,0.286,0.003,62.225,45.67,155.186,0.549,0.393,0.03,0.127,0.55,0.167,0.431,-3.104e-4,0,0.006,0.176,0.17,5.336e-4,1006.677,0.001,340.168,0.224,6.4,32.17
1.389,0.523,2844.796,658.641,0.286,0.003,62.28,45.651,154.196,0.55,0.393,0.03,0.127,0.55,0.131,0.34,4.097e-4,0,0.006,0.176,0.17,7.53e-4,1006.499,0.001,340.162,0.227,6.4,32.17
1.409,0.369,2843.102,656.946,0.286,0.003,62.342,45.631,153.196,0.55,0.393,0.03,0.127,0.55,0.092,0.239,4.854e-4,0,0.006,0.176,0.17,9.458e-4,1006.317,0.001,340.156,0.229,6.4,32.17
1.429,0.206,2841.388,655.233,0.286,0.003,62.407,45.612,152.186,0.55,0.393,0.031,0.127,0.551,0.051,0.134,-3.157e-4,0,0.006,0.176,0.171,0.001,1006.131,0.001,340.15,0.232,6.4,32.17
1.45,0.054,2839.657,653.501,0.286,0.003,62.469,45.592,151.164,0.551,0.393,0.031,0.127,0.551,0.013,0.035,-2.104e-4,0,0.006,0.176,0.171,4.847e-4,1005.941,0.001,340.143,0.234,6.4,32.17
1.47,0.15,2837.906,651.75,0.285,0.003,62.432,45.572,150.131,0.551,0.393,0.031,0.127,0.551,0.037,0.099,-1.154e-4,0,0.005,0.176,0.171,-9.662e-4,1005.747,0.001,340.137,0.237,6.4,32.17
1.491,0.316,2836.133,649.977,0.285,0.003,62.369,45.551,149.085,0.552,0.393,0.032,0.127,0.552,0.079,0.208,5.131e-5,0,0.005,0.176,0.171,-9.043e-4,1005.549,0.001,340.13,0.239,6.4,32.17
1.513,0.463,2834.338,648.182,0.285,0.003,62.313,45.531,148.025,0.552,0.393,0.032,0.128,0.553,0.116,0.305,1.714e-4,0,0.005,0.176,0.171,-7.047e-4,1005.346,0.001,340.123,0.242,6.4,32.17
