# Time (s),Angle of attack (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Thrust (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reference length (cm),Reference area (cm²)
0.274,6.852,2959.564,773.406,0.298,0.003,60.11,46.913,233.385,0.532,0.395,0.017,0.12,0.589,1.969,4.058,-4.119e-4,0,0.281,0.35,0.069,0.001,1012.985,0.001,340.38,0.053,6.4,32.17
0.282,6.611,2958.5,772.342,0.298,0.003,60.18,46.902,232.007,0.533,0.395,0.017,0.12,0.586,1.89,3.92,4.31e-5,0,0.275,0.35,0.075,0.002,1012.967,0.001,340.379,0.054,6.4,32.17
0.29,6.391,2957.477,771.319,0.298,0.003,60.244,46.891,230.682,0.533,0.395,0.017,0.12,0.583,1.819,3.793,-1.373e-4,0,0.269,0.35,0.081,0.002,1012.95,0.001,340.379,0.056,6.4,32.17
0.298,6.188,2956.489,770.331,0.298,0.003,60.303,46.881,229.403,0.533,0.395,0.018,0.12,0.581,1.754,3.676,-1.555e-4,0,0.263,0.35,0.087,0.002,1012.933,0.001,340.378,0.057,6.4,32.17
0.305,6.025,2955.533,769.375,0.298,0.003,60.351,46.87,228.165,0.533,0.395,0.018,0.12,0.579,1.702,3.583,1.524e-4,0,0.258,0.35,0.092,0.002,1012.916,0.001,340.378,0.059,6.4,32.17
0.312,5.883,2954.604,768.446,0.298,0.003,60.394,46.861,226.962,0.533,0.395,0.018,0.12,0.577,1.657,3.501,-4.578e-4,0,0.252,0.35,0.098,0.003,1012.899,0.001,340.377,0.06,6.4,32.17
0.319,5.748,2953.699,767.542,0.298,0.003,60.434,46.851,225.791,0.533,0.395,0.018,0.12,0.575,1.615,3.425,-2.734e-4,0,0.247,0.35,0.103,0.003,1012.882,0.001,340.377,0.062,6.4,32.17
0.326,5.621,2952.817,766.659,0.298,0.003,60.473,46.842,224.649,0.533,0.395,0.018,0.121,0.574,1.575,3.351,3.53e-4,0,0.242,0.35,0.108,0.003,1012.866,0.001,340.376,0.063,6.4,32.17
0.333,5.5,2951.954,765.796,0.298,0.003,60.509,46.832,223.531,0.533,0.395,0.018,0.121,0.572,1.537,3.281,3.158e-4,0,0.237,0.35,0.112,0.004,1012.849,0.001,340.375,0.064,6.4,32.17
0.339,5.385,2951.109,764.951,0.297,0.003,60.545,46.823,222.437,0.533,0.395,0.018,0.121,0.571,1.501,3.215,3.77e-4,0,0.233,0.35,0.117,0.004,1012.832,0.001,340.375,0.065,6.4,32.17
0.346,5.274,2950.279,764.121,0.297,0.003,60.579,46.815,221.363,0.533,0.395,0.018,0.121,0.57,1.467,3.151,3.167e-4,0,0.228,0.35,0.122,0.004,1012.815,0.001,340.374,0.067,6.4,32.17
0.349,5.22,2949.866,763.708,0.297,0.003,60.596,46.81,220.828,0.533,0.395,0.018,0.121,0.569,1.45,3.12,8.679e-5,0,0.226,0.35,0.124,0.004,1012.807,0.001,340.374,0.067,6.4,32.17
0.354,5.115,2949.304,763.146,0.297,0.003,60.628,46.804,220.32,0.533,0.395,0.018,0.121,0.568,1.418,3.059,-3.102e-4,0,0.223,0.35,0.127,0.004,1012.794,0.001,340.374,0.068,6.4,32.17
0.36,4.975,2948.579,762.422,0.297,0.003,60.672,46.797,219.664,0.533,0.395,0.018,0.121,0.566,1.375,2.976,-2.43e-4,0,0.218,0.35,0.131,0.005,1012.777,0.001,340.373,0.069,6.4,32.17
0.366,4.839,2947.865,761.707,0.297,0.003,60.714,46.789,219.018,0.533,0.395,0.018,0.121,0.565,1.334,2.897,4.653e-5,0,0.214,0.35,0.136,0.005,1012.76,0.001,340.372,0.07,6.4,32.17
0.372,4.708,2947.16,761.002,0.297,0.003,60.756,46.781,218.381,0.533,0.395,0.018,0.121,0.563,1.294,2.82,3.357e-4,0,0.21,0.35,0.14,0.005,1012.743,0.001,340.372,0.072,6.4,32.17
0.378,4.58,2946.464,760.306,0.297,0.003,60.796,46.774,217.752,0.533,0.395,0.018,0.121,0.562,1.256,2.746,4.295e-4,0,0.206,0.35,0.144,0.006,1012.727,0.001,340.371,0.073,6.4,32.17
0.384,4.457,2945.776,759.618,0.297,0.003,60.836,46.767,217.13,0.533,0.395,0.018,0.121,0.561,1.218,2.673,2.575e-4,0,0.202,0.35,0.148,0.006,1012.71,0.001,340.371,0.074,6.4,32.17
0.39,4.336,2945.096,758.938,0.297,0.003,60.875,46.759,216.514,0.533,0.395,0.018,0.121,0.559,1.183,2.602,2.832e-4,0,0.198,0.35,0.151,0.006,1012.692,0.001,340.37,0.075,6.4,32.17
0.395,4.219,2944.422,758.264,0.297,0.003,60.913,46.752,215.905,0.533,0.395,0.018,0.121,0.558,1.148,2.533,-3.029e-4,0,0.195,0.35,0.155,0.006,1012.675,0.001,340.37,0.076,6.4,32.17
0.401,4.104,2943.754,757.596,0.297,0.003,60.95,46.745,215.301,0.534,0.395,0.018,0.121,0.557,1.114,2.466,1.166e-4,0,0.191,0.35,0.159,0.007,1012.658,0.001,340.369,0.077,6.4,32.17
0.407,3.992,2943.092,756.934,0.297,0.003,60.986,46.738,214.703,0.534,0.395,0.018,0.121,0.556,1.081,2.399,-2.344e-4,0,0.188,0.35,0.162,0.007,1012.641,0.001,340.368,0.078,6.4,32.17
0.412,3.883,2942.436,756.278,0.297,0.003,61.023,46.731,214.109,0.534,0.395,0.018,0.121,0.555,1.049,2.335,3.565e-4,0,0.184,0.35,0.166,0.007,1012.623,0.001,340.368,0.079,6.4,32.17
0.418,3.775,2941.784,755.626,0.297,0.003,61.058,46.724,213.519,0.534,0.395,0.018,0.121,0.554,1.017,2.271,1.469e-4,0,0.181,0.35,0.169,0.007,1012.606,0.001,340.367,0.08,6.4,32.17
0.423,3.67,2941.136,754.978,0.296,0.003,61.093,46.717,212.934,0.534,0.395,0.018,0.121,0.553,0.987,2.208,-1.065e-4,0,0.177,0.35,0.173,0.008,1012.588,0.001,340.367,0.081,6.4,32.17
0.429,3.566,2940.493,754.335,0.296,0.003,61.128,46.71,212.352,0.534,0.395,0.018,0.121,0.552,0.956,2.147,-3.234e-4,0,0.174,0.35,0.176,0.008,1012.57,0.001,340.366,0.082,6.4,32.17
0.434,3.464,2939.853,753.695,0.296,0.003,61.162,46.703,211.773,0.534,0.395,0.018,0.121,0.551,0.927,2.086,-1.824e-4,0,0.171,0.35,0.179,0.008,1012.553,0.001,340.365,0.083,6.4,32.17
0.439,3.363,2939.216,753.058,0.296,0.003,61.196,46.696,211.198,0.534,0.395,0.018,0.121,0.55,0.898,2.027,3.613e-4,0,0.167,0.35,0.183,0.008,1012.535,0.001,340.365,0.084,6.4,32.17
0.445,3.264,2938.583,752.425,0.296,0.003,61.23,46.69,210.625,0.534,0.395,0.018,0.121,0.549,0.87,1.968,-1.529e-4,0,0.164,0.35,0.186,0.008,1012.517,0.001,340.364,0.085,6.4,32.17
0.45,3.166,2937.952,751.794,0.296,0.003,61.263,46.683,210.055,0.534,0.395,0.018,0.121,0.549,0.842,1.91,3.403e-4,0,0.161,0.35,0.189,0.009,1012.498,0.001,340.364,0.086,6.4,32.17
0.456,3.095,2937.324,751.166,0.296,0.003,61.287,46.676,209.486,0.534,0.395,0.019,0.121,0.548,0.822,1.867,-5.247e-5,0,0.158,0.35,0.192,0.009,1012.48,0.001,340.363,0.087,6.4,32.17
0.461,3.024,2936.697,750.539,0.296,0.003,61.312,46.669,208.92,0.534,0.395,0.019,0.121,0.547,0.802,1.825,2.878e-4,0,0.155,0.35,0.195,0.009,1012.462,0.001,340.362,0.088,6.4,32.17
0.466,2.953,2936.073,749.915,0.296,0.003,61.336,46.663,208.355,0.534,0.395,0.019,0.121,0.547,0.782,1.783,-3.574e-4,0,0.152,0.35,0.198,0.009,1012.443,0.001,340.362,0.089,6.4,32.17
0.471,2.883,2935.45,749.292,0.296,0.003,61.361,46.656,207.792,0.534,0.395,0.019,0.121,0.546,0.762,1.741,-2.427e-4,0,0.15,0.35,0.201,0.009,1012.424,0.001,340.361,0.09,6.4,32.17
0.477,2.813,2934.829,748.671,0.296,0.003,61.385,46.649,207.231,0.534,0.395,0.019,0.121,0.546,0.742,1.7,-4.835e-4,0,0.147,0.35,0.203,0.01,1012.405,0.001,340.361,0.091,6.4,32.17
0.482,2.743,2934.209,748.051,0.296,0.003,61.41,46.643,206.67,0.534,0.395,0.019,0.121,0.545,0.723,1.657,-3.344e-5,0,0.144,0.35,0.206,0.01,1012.386,0.001,340.36,0.092,6.4,32.17
0.487,2.673,2933.59,747.432,0.296,0.003,61.434,46.636,206.11,0.534,0.395,0.019,0.121,0.545,0.703,1.616,4.072e-4,0,0.141,0.35,0.209,0.01,1012.367,0.001,340.359,0.093,6.4,32.17
0.493,2.604,2932.972,746.814,0.296,0.003,61.458,46.629,205.551,0.534,0.395,0.019,0.121,0.545,0.684,1.574,-4.75e-4,0,0.139,0.35,0.212,0.01,1012.347,0.001,340.359,0.093,6.4,32.17
0.498,2.534,2932.354,746.196,0.296,0.003,61.483,46.623,204.992,0.534,0.394,0.019,0.121,0.544,0.664,1.532,-2.079e-4,0,0.136,0.35,0.214,0.01,1012.328,0.001,340.358,0.094,6.4,32.17
0.503,2.437,2931.737,745.579,0.295,0.003,61.517,46.616,204.434,0.534,0.394,0.019,0.121,0.543,0.638,1.474,-3.983e-4,0,0.133,0.35,0.217,0.01,1012.308,0.001,340.357,0.095,6.4,32.17
0.508,2.321,2931.119,744.961,0.295,0.003,61.558,46.609,203.876,0.535,0.394,0.019,0.121,0.543,0.606,1.405,-1.361e-4,0,0.131,0.35,0.219,0.01,1012.288,0.001,340.357,0.096,6.4,32.17
0.514,2.205,2930.502,744.344,0.295,0.003,61.6,46.603,203.318,0.535,0.394,0.019,0.121,0.542,0.574,1.334,3.461e-5,0,0.128,0.35,0.222,0.011,1012.268,0.001,340.356,0.097,6.4,32.17
0.519,2.091,2929.884,743.726,0.295,0.003,61.641,46.596,202.759,0.535,0.394,0.019,0.121,0.541,0.543,1.265,-2.012e-4,0,0.126,0.35,0.224,0.011,1012.247,0.001,340.355,0.098,6.4,32.17
0.523,1.999,2929.384,743.226,0.295,0.003,61.674,46.591,202.307,0.535,0.394,0.019,0.121,0.541,0.518,1.21,-1.176e-4,0,0.124,0.35,0.226,0.011,1012.231,0.001,340.355,0.099,6.4,32.17
0.528,1.887,2928.82,742.662,0.295,0.003,61.714,46.585,201.989,0.535,0.394,0.019,0.121,0.54,0.488,1.142,-2.846e-4,0,0.121,0.35,0.229,0.011,1012.21,0.001,340.354,0.1,6.4,32.17
0.534,1.775,2928.256,742.098,0.295,0.003,61.755,46.579,201.671,0.535,0.394,0.019,0.121,0.54,0.458,1.074,-8.35e-5,0,0.119,0.35,0.231,0.011,1012.189,0.001,340.353,0.101,6.4,32.17
0.539,1.665,2927.691,741.533,0.295,0.003,61.796,46.572,201.352,0.535,0.394,0.019,0.121,0.539,0.428,1.008,-1.742e-4,0,0.117,0.35,0.233,0.011,1012.168,0.001,340.353,0.101,6.4,32.17
0.544,1.555,2927.124,740.966,0.295,0.003,61.836,46.566,201.033,0.535,0.394,0.019,0.121,0.539,0.399,0.942,-4.452e-4,0,0.115,0.35,0.236,0.011,1012.146,0.001,340.352,0.102,6.4,32.17
0.549,1.447,2926.557,740.399,0.295,0.003,61.876,46.56,200.713,0.535,0.394,0.019,0.121,0.538,0.37,0.875,2.776e-4,0,0.112,0.35,0.238,0.011,1012.125,0.001,340.351,0.103,6.4,32.17
0.555,1.378,2925.989,739.831,0.295,0.003,61.902,46.554,200.392,0.535,0.394,0.019,0.121,0.538,0.352,0.834,-2.628e-4,0,0.11,0.35,0.24,0.01,1012.103,0.001,340.35,0.104,6.4,32.17
0.56,1.316,2925.419,739.261,0.295,0.003,61.925,46.548,200.071,0.535,0.394,0.019,0.121,0.538,0.336,0.796,1.87e-4,0,0.108,0.35,0.242,0.01,1012.081,0.001,340.35,0.105,6.4,32.17
0.565,1.253,2924.848,738.69,0.295,0.003,61.949,46.542,199.749,0.535,0.394,0.019,0.121,0.538,0.319,0.759,2.423e-4,0,0.106,0.35,0.244,0.01,1012.058,0.001,340.349,0.106,6.4,32.17
0.571,1.192,2924.276,738.118,0.295,0.003,61.972,46.536,199.426,0.535,0.394,0.019,0.121,0.538,0.303,0.721,3.639e-4,0,0.104,0.35,0.246,0.01,1012.036,0.001,340.348,0.107,6.4,32.17
0.576,1.13,2923.702,737.544,0.295,0.003,61.995,46.529,199.103,0.535,0.394,0.019,0.122,0.537,0.287,0.684,-5.463e-5,0,0.102,0.35,0.249,0.01,1012.013,0.001,340.347,0.108,6.4,32.17
0.581,1.07,2923.127,736.969,0.295,0.003,62.018,46.523,198.778,0.535,0.394,0.02,0.122,0.537,0.271,0.648,2.285e-4,0,0.1,0.35,0.251,0.009,1011.99,0.001,340.347,0.109,6.4,32.17
0.587,1.011,2922.55,736.392,0.294,0.003,62.041,46.517,198.453,0.535,0.394,0.02,0.122,0.537,0.256,0.612,-4.822e-4,0,0.098,0.35,0.252,0.009,1011.966,0.001,340.346,0.11,6.4,32.17
0.592,0.953,2921.971,735.813,0.294,0.003,62.063,46.511,198.127,0.536,0.394,0.02,0.122,0.537,0.241,0.577,4.184e-4,0,0.096,0.35,0.254,0.009,1011.943,0.001,340.345,0.111,6.4,32.17
0.598,0.896,2921.391,735.233,0.294,0.003,62.085,46.504,197.799,0.536,0.394,0.02,0.122,0.537,0.226,0.543,6.82e-5,0,0.094,0.35,0.256,0.008,1011.919,0.001,340.344,0.111,6.4,32.17
0.603,0.825,2920.808,734.65,0.294,0.003,62.112,46.498,197.471,0.536,0.394,0.02,0.122,0.537,0.208,0.5,-4.116e-4,0,0.092,0.35,0.258,0.007,1011.894,0.001,340.343,0.112,6.4,32.17
0.608,0.743,2920.223,734.065,0.294,0.003,62.143,46.492,197.141,0.536,0.394,0.02,0.122,0.537,0.187,0.451,2.245e-4,0,0.09,0.35,0.26,0.006,1011.87,0.001,340.343,0.113,6.4,32.17
0.614,0.666,2919.636,733.478,0.294,0.003,62.173,46.485,196.81,0.536,0.394,0.02,0.122,0.537,0.167,0.405,-9.976e-5,0,0.088,0.35,0.262,0.005,1011.845,0.001,340.342,0.114,6.4,32.17
0.619,0.597,2919.047,732.889,0.294,0.003,62.2,46.479,196.478,0.536,0.394,0.02,0.122,0.537,0.15,0.364,1.577e-4,0,0.087,0.35,0.264,0.004,1011.82,0.001,340.341,0.115,6.4,32.17
0.625,0.537,2918.455,732.297,0.294,0.003,62.223,46.472,196.144,0.536,0.394,0.02,0.122,0.536,0.134,0.328,-2.948e-4,0,0.085,0.35,0.265,0.003,1011.795,0.001,340.34,0.116,6.4,32.17
0.63,0.489,2917.861,731.703,0.294,0.003,62.242,46.466,195.809,0.536,0.394,0.02,0.122,0.536,0.122,0.301,4.708e-5,0,0.083,0.35,0.267,0.001,1011.769,0.001,340.339,0.117,6.4,32.17
0.636,0.457,2917.264,731.106,0.294,0.003,62.255,46.459,195.472,0.536,0.394,0.02,0.122,0.537,0.114,0.283,-8.312e-5,0,0.082,0.35,0.269,1.939e-4,1011.743,0.001,340.338,0.118,6.4,32.17
0.642,0.445,2916.665,730.507,0.294,0.003,62.26,46.453,195.134,0.536,0.394,0.02,0.122,0.537,0.111,0.275,4.868e-4,0,0.08,0.35,0.27,-7.171e-5,1011.717,0.001,340.337,0.119,6.4,32.17
0.647,0.452,2916.062,729.904,0.294,0.003,62.257,46.446,194.794,0.536,0.394,0.02,0.122,0.537,0.113,0.28,-4.236e-4,0,0.078,0.35,0.272,-9.117e-4,1011.69,0.001,340.337,0.12,6.4,32.17
0.653,0.476,2915.457,729.299,0.294,0.003,62.248,46.44,194.453,0.536,0.394,0.02,0.122,0.537,0.119,0.297,3.335e-4,0,0.077,0.35,0.274,-0.002,1011.663,0.001,340.336,0.121,6.4,32.17
0.658,0.511,2914.849,728.691,0.294,0.003,62.235,46.433,194.11,0.536,0.394,0.02,0.122,0.537,0.128,0.319,1.083e-4,0,0.075,0.35,0.275,-0.003,1011.636,0.001,340.335,0.122,6.4,32.17
0.664,0.552,2914.238,728.08,0.294,0.003,62.219,46.426,193.766,0.537,0.394,0.02,0.122,0.537,0.138,0.346,4.959e-4,0,0.074,0.35,0.277,-0.004,1011.608,0.001,340.334,0.123,6.4,32.17
0.67,0.599,2913.624,727.466,0.294,0.003,62.202,46.42,193.419,0.537,0.394,0.02,0.122,0.537,0.15,0.376,-2.322e-4,0,0.072,0.35,0.278,-0.005,1011.58,0.001,340.333,0.123,6.4,32.17
0.676,0.65,2913.007,726.849,0.293,0.003,62.182,46.413,193.071,0.537,0.394,0.02,0.122,0.537,0.163,0.408,1.657e-4,0,0.071,0.35,0.28,-0.006,1011.551,0.001,340.332,0.124,6.4,32.17
0.681,0.704,2912.386,726.228,0.293,0.003,62.162,46.406,192.721,0.537,0.394,0.021,0.122,0.538,0.177,0.443,-2.195e-4,0,0.069,0.35,0.281,-0.006,1011.523,0.001,340.331,0.125,6.4,32.17
0.687,0.76,2911.763,725.605,0.293,0.003,62.141,46.399,192.37,0.537,0.394,0.021,0.122,0.538,0.192,0.478,-1.08e-5,0,0.068,0.35,0.283,-0.007,1011.493,0.001,340.33,0.126,6.4,32.17
0.693,0.817,2911.136,724.978,0.293,0.003,62.119,46.393,192.016,0.537,0.394,0.021,0.122,0.538,0.206,0.513,-3.282e-4,0,0.067,0.351,0.284,-0.007,1011.464,0.001,340.329,0.127,6.4,32.17
0.699,0.875,2910.505,724.347,0.293,0.003,62.098,46.386,191.661,0.537,0.394,0.021,0.122,0.538,0.221,0.549,-3.186e-4,0,0.065,0.351,0.285,-0.007,1011.434,0.001,340.328,0.128,6.4,32.17
0.705,0.936,2909.871,723.713,0.293,0.003,62.075,46.379,191.303,0.537,0.394,0.021,0.122,0.539,0.237,0.588,2.895e-4,0,0.064,0.351,0.287,-0.007,1011.404,0.001,340.327,0.129,6.4,32.17
0.711,0.998,2909.234,723.076,0.293,0.003,62.052,46.372,190.944,0.537,0.394,0.021,0.122,0.539,0.253,0.626,-4.195e-4,0,0.063,0.351,0.288,-0.007,1011.373,0.001,340.326,0.13,6.4,32.17
0.717,1.059,2908.593,722.435,0.293,0.003,62.029,46.365,190.582,0.537,0.394,0.021,0.122,0.539,0.269,0.664,1.637e-5,0,0.061,0.351,0.289,-0.007,1011.342,0.001,340.325,0.131,6.4,32.17
0.723,1.12,2907.948,721.79,0.293,0.003,62.007,46.358,190.218,0.537,0.394,0.021,0.122,0.539,0.285,0.703,-3.551e-4,0,0.06,0.351,0.291,-0.007,1011.31,0.001,340.324,0.132,6.4,32.17
0.729,1.18,2907.299,721.141,0.293,0.003,61.985,46.351,189.853,0.537,0.394,0.021,0.122,0.54,0.3,0.74,-3.25e-4,0,0.059,0.351,0.292,-0.006,1011.278,0.001,340.323,0.133,6.4,32.17
0.735,1.238,2906.647,720.489,0.293,0.003,61.963,46.343,189.485,0.538,0.394,0.021,0.122,0.54,0.316,0.777,3.902e-4,0,0.058,0.351,0.293,-0.006,1011.246,0.001,340.322,0.134,6.4,32.17
0.741,1.296,2905.991,719.833,0.293,0.003,61.942,46.336,189.115,0.538,0.394,0.021,0.122,0.54,0.331,0.812,-3.762e-4,0,0.056,0.351,0.294,-0.006,1011.213,0.001,340.32,0.135,6.4,32.17
0.747,1.352,2905.33,719.172,0.293,0.003,61.922,46.329,188.742,0.538,0.394,0.021,0.122,0.541,0.345,0.847,2.689e-4,0,0.055,0.351,0.295,-0.006,1011.18,0.001,340.319,0.136,6.4,32.17
0.753,1.4,2904.666,718.508,0.293,0.003,61.904,46.322,188.368,0.538,0.394,0.021,0.122,0.541,0.358,0.877,-4.557e-4,0,0.054,0.351,0.297,-0.005,1011.146,0.001,340.318,0.137,6.4,32.17
0.76,1.442,2903.998,717.84,0.293,0.003,61.889,46.314,187.991,0.538,0.394,0.021,0.122,0.541,0.369,0.903,-9.106e-6,0,0.053,0.351,0.298,-0.005,1011.112,0.001,340.317,0.138,6.4,32.17
0.766,1.482,2903.325,717.167,0.292,0.003,61.875,46.307,187.612,0.538,0.394,0.021,0.123,0.541,0.38,0.928,4.198e-4,0,0.052,0.351,0.299,-0.005,1011.078,0.001,340.316,0.139,6.4,32.17
