# Time (s),Angle of attack (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Thrust (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reference length (cm),Reference area (cm²)
0.221,8.983,2966.558,780.362,0.299,0.003,59.531,46.987,242.391,0.532,0.395,0.017,0.12,0.619,2.691,5.274,4.218e-4,0,0.647,0.7,0.053,2.581e-4,1013.085,0.001,340.383,0.042,6.4,32.17
0.226,8.697,2965.82,779.623,0.299,0.003,59.605,46.979,241.435,0.532,0.395,0.017,0.12,0.615,2.591,5.11,-3.465e-4,0,0.638,0.7,0.062,3.485e-4,1013.075,0.001,340.383,0.043,6.4,32.17
0.232,8.437,2965.112,778.915,0.299,0.003,59.674,46.972,240.518,0.532,0.395,0.017,0.12,0.611,2.501,4.963,1.053e-4,0,0.629,0.7,0.071,4.454e-4,1013.066,0.001,340.383,0.044,6.4,32.17
0.237,8.198,2964.43,778.234,0.299,0.003,59.737,46.965,239.636,0.532,0.395,0.017,0.12,0.608,2.419,4.826,3.904e-4,0,0.621,0.7,0.079,5.474e-4,1013.057,0.001,340.382,0.045,6.4,32.17
0.242,7.979,2963.773,777.577,0.299,0.003,59.796,46.958,238.785,0.532,0.395,0.017,0.12,0.605,2.344,4.701,-2.638e-4,0,0.613,0.7,0.087,6.534e-4,1013.047,0.001,340.382,0.046,6.4,32.17
0.247,7.776,2963.137,776.94,0.299,0.003,59.852,46.951,237.961,0.532,0.395,0.017,0.12,0.602,2.275,4.586,2.902e-4,0,0.605,0.7,0.094,7.627e-4,1013.038,0.001,340.382,0.047,6.4,32.17
0.252,7.592,2962.52,776.323,0.299,0.003,59.902,46.944,237.162,0.532,0.395,0.017,0.12,0.599,2.214,4.481,3.755e-4,0,0.598,0.7,0.102,8.747e-4,1013.029,0.001,340.381,0.048,6.4,32.17
0.256,7.43,2961.92,775.724,0.299,0.003,59.947,46.938,236.386,0.532,0.395,0.017,0.12,0.597,2.159,4.388,-2.247e-4,0,0.591,0.7,0.109,9.889e-4,1013.021,0.001,340.381,0.049,6.4,32.17
0.261,7.277,2961.336,775.14,0.299,0.003,59.989,46.932,235.63,0.532,0.395,0.017,0.12,0.595,2.108,4.301,3.803e-4,0,0.584,0.7,0.116,0.001,1013.012,0.001,340.381,0.05,6.4,32.17
0.265,7.133,2960.767,774.571,0.298,0.003,60.03,46.926,234.894,0.532,0.395,0.017,0.12,0.593,2.061,4.219,-2.204e-4,0,0.577,0.7,0.123,0.001,1013.003,0.001,340.381,0.051,6.4,32.17
0.27,6.997,2960.212,774.015,0.298,0.003,60.068,46.92,234.174,0.532,0.395,0.017,0.12,0.591,2.016,4.141,-3.72e-4,0,0.571,0.7,0.129,0.001,1012.994,0.001,340.38,0.052,6.4,32.17
0.274,6.868,2959.668,773.472,0.298,0.003,60.105,46.914,233.47,0.532,0.395,0.017,0.12,0.59,1.974,4.067,-1.28e-4,0,0.564,0.7,0.136,0.001,1012.986,0.001,340.38,0.052,6.4,32.17
0.278,6.745,2959.136,772.94,0.298,0.003,60.14,46.909,232.781,0.532,0.395,0.017,0.12,0.588,1.934,3.996,1.653e-4,0,0.558,0.7,0.142,0.002,1012.977,0.001,340.38,0.053,6.4,32.17
0.282,6.628,2958.615,772.419,0.298,0.003,60.174,46.903,232.106,0.533,0.395,0.017,0.12,0.586,1.896,3.929,5.71e-5,0,0.552,0.7,0.148,0.002,1012.969,0.001,340.379,0.054,6.4,32.17
0.286,6.516,2958.103,771.907,0.298,0.003,60.206,46.898,231.444,0.533,0.395,0.017,0.12,0.585,1.859,3.865,-2.158e-4,0,0.546,0.7,0.154,0.002,1012.96,0.001,340.379,0.055,6.4,32.17
0.29,6.409,2957.601,771.404,0.298,0.003,60.238,46.892,230.793,0.533,0.395,0.017,0.12,0.584,1.825,3.803,-2.497e-4,0,0.54,0.7,0.16,0.002,1012.952,0.001,340.379,0.056,6.4,32.17
0.293,6.306,2957.107,770.911,0.298,0.003,60.268,46.887,230.154,0.533,0.395,0.017,0.12,0.582,1.792,3.744,2.264e-5,0,0.534,0.7,0.166,0.002,1012.943,0.001,340.379,0.056,6.4,32.17
0.297,6.207,2956.621,770.425,0.298,0.003,60.297,46.882,229.524,0.533,0.395,0.018,0.12,0.581,1.76,3.687,4.298e-4,0,0.529,0.7,0.171,0.002,1012.935,0.001,340.378,0.057,6.4,32.17
0.301,6.116,2956.142,769.946,0.298,0.003,60.324,46.877,228.905,0.533,0.395,0.018,0.12,0.58,1.731,3.635,9.151e-5,0,0.523,0.7,0.177,0.002,1012.926,0.001,340.378,0.058,6.4,32.17
0.305,6.041,2955.671,769.475,0.298,0.003,60.346,46.872,228.295,0.533,0.395,0.018,0.12,0.579,1.707,3.592,4.634e-4,0,0.518,0.7,0.182,0.002,1012.918,0.001,340.378,0.059,6.4,32.17
0.308,5.969,2955.206,769.01,0.298,0.003,60.367,46.867,227.693,0.533,0.395,0.018,0.12,0.578,1.684,3.55,2.275e-4,0,0.512,0.7,0.188,0.003,1012.91,0.001,340.377,0.059,6.4,32.17
0.312,5.899,2954.748,768.552,0.298,0.003,60.388,46.862,227.099,0.533,0.395,0.018,0.12,0.577,1.662,3.51,-3.879e-4,0,0.507,0.7,0.193,0.003,1012.901,0.001,340.377,0.06,6.4,32.17
0.315,5.831,2954.296,768.099,0.298,0.003,60.409,46.857,226.514,0.533,0.395,0.018,0.12,0.576,1.641,3.471,-2.85e-5,0,0.502,0.7,0.198,0.003,1012.893,0.001,340.377,0.061,6.4,32.17
0.319,5.765,2953.849,767.653,0.298,0.003,60.429,46.853,225.935,0.533,0.395,0.018,0.12,0.575,1.62,3.434,-2.913e-4,0,0.497,0.7,0.203,0.003,1012.884,0.001,340.377,0.061,6.4,32.17
0.322,5.7,2953.407,767.211,0.298,0.003,60.448,46.848,225.363,0.533,0.395,0.018,0.12,0.575,1.6,3.396,-1.273e-4,0,0.492,0.7,0.208,0.003,1012.876,0.001,340.376,0.062,6.4,32.17
0.325,5.638,2952.971,766.775,0.298,0.003,60.467,46.843,224.798,0.533,0.395,0.018,0.121,0.574,1.58,3.361,1.24e-5,0,0.487,0.7,0.213,0.003,1012.868,0.001,340.376,0.063,6.4,32.17
0.329,5.577,2952.539,766.343,0.298,0.003,60.485,46.839,224.239,0.533,0.395,0.018,0.121,0.573,1.561,3.325,1.19e-4,0,0.482,0.7,0.218,0.003,1012.859,0.001,340.376,0.063,6.4,32.17
0.332,5.517,2952.112,765.916,0.298,0.003,60.504,46.834,223.686,0.533,0.395,0.018,0.121,0.573,1.542,3.291,-2.607e-4,0,0.477,0.7,0.223,0.004,1012.851,0.001,340.376,0.064,6.4,32.17
0.335,5.459,2951.689,765.493,0.298,0.003,60.521,46.83,223.138,0.533,0.395,0.018,0.121,0.572,1.524,3.257,-4.078e-4,0,0.473,0.7,0.227,0.004,1012.843,0.001,340.375,0.065,6.4,32.17
0.338,5.402,2951.27,765.074,0.297,0.003,60.539,46.825,222.596,0.533,0.395,0.018,0.121,0.571,1.507,3.224,2.687e-4,0,0.468,0.7,0.232,0.004,1012.835,0.001,340.375,0.065,6.4,32.17
0.342,5.346,2950.855,764.659,0.297,0.003,60.556,46.821,222.059,0.533,0.395,0.018,0.121,0.57,1.489,3.192,-1.497e-4,0,0.463,0.7,0.237,0.004,1012.826,0.001,340.375,0.066,6.4,32.17
0.345,5.291,2950.444,764.248,0.297,0.003,60.573,46.816,221.526,0.533,0.395,0.018,0.121,0.57,1.472,3.161,-4.75e-4,0,0.459,0.7,0.241,0.004,1012.818,0.001,340.374,0.066,6.4,32.17
0.349,5.22,2949.905,763.708,0.297,0.003,60.595,46.811,220.828,0.533,0.395,0.018,0.121,0.569,1.45,3.12,-4.655e-4,0,0.453,0.7,0.247,0.004,1012.807,0.001,340.374,0.067,6.4,32.17
0.352,5.154,2949.539,763.342,0.297,0.003,60.615,46.807,220.497,0.533,0.395,0.018,0.121,0.568,1.43,3.081,3.521e-5,0,0.449,0.7,0.251,0.004,1012.799,0.001,340.374,0.068,6.4,32.17
0.355,5.083,2949.175,762.979,0.297,0.003,60.637,46.803,220.169,0.533,0.395,0.018,0.121,0.567,1.408,3.039,-2.976e-4,0,0.444,0.7,0.256,0.004,1012.79,0.001,340.373,0.068,6.4,32.17
0.358,5.013,2948.815,762.619,0.297,0.003,60.659,46.799,219.843,0.533,0.395,0.018,0.121,0.567,1.387,2.999,1.631e-4,0,0.44,0.7,0.26,0.005,1012.782,0.001,340.373,0.069,6.4,32.17
0.361,4.944,2948.457,762.261,0.297,0.003,60.681,46.795,219.519,0.533,0.395,0.018,0.121,0.566,1.366,2.959,-4.131e-4,0,0.436,0.7,0.264,0.005,1012.773,0.001,340.373,0.07,6.4,32.17
0.364,4.877,2948.102,761.906,0.297,0.003,60.702,46.792,219.198,0.533,0.395,0.018,0.121,0.565,1.345,2.919,1.801e-5,0,0.432,0.7,0.268,0.005,1012.765,0.001,340.373,0.07,6.4,32.17
0.367,4.811,2947.749,761.553,0.297,0.003,60.723,46.788,218.879,0.533,0.395,0.018,0.121,0.564,1.325,2.881,2.809e-4,0,0.428,0.7,0.273,0.005,1012.757,0.001,340.372,0.071,6.4,32.17
0.37,4.745,2947.398,761.202,0.297,0.003,60.743,46.784,218.561,0.533,0.395,0.018,0.121,0.564,1.305,2.842,-4.598e-4,0,0.423,0.7,0.277,0.005,1012.748,0.001,340.372,0.071,6.4,32.17
0.373,4.681,2947.05,760.853,0.297,0.003,60.764,46.78,218.246,0.533,0.395,0.018,0.121,0.563,1.286,2.805,-1.518e-4,0,0.419,0.7,0.281,0.005,1012.74,0.001,340.372,0.072,6.4,32.17
0.376,4.617,2946.703,760.507,0.297,0.003,60.784,46.777,217.933,0.533,0.395,0.018,0.121,0.562,1.267,2.767,2.616e-4,0,0.415,0.7,0.285,0.005,1012.731,0.001,340.371,0.072,6.4,32.17
0.379,4.555,2946.359,760.162,0.297,0.003,60.804,46.773,217.621,0.533,0.395,0.018,0.121,0.562,1.248,2.73,3.592e-4,0,0.412,0.7,0.289,0.006,1012.723,0.001,340.371,0.073,6.4,32.17
0.382,4.493,2946.016,759.82,0.297,0.003,60.824,46.769,217.312,0.533,0.395,0.018,0.121,0.561,1.23,2.695,2.427e-4,0,0.408,0.7,0.293,0.006,1012.715,0.001,340.371,0.073,6.4,32.17
0.385,4.433,2945.675,759.479,0.297,0.003,60.843,46.766,217.004,0.533,0.395,0.018,0.121,0.56,1.211,2.658,3.533e-4,0,0.404,0.7,0.296,0.006,1012.706,0.001,340.371,0.074,6.4,32.17
0.388,4.373,2945.336,759.14,0.297,0.003,60.862,46.762,216.697,0.533,0.395,0.018,0.121,0.56,1.193,2.624,-3.152e-4,0,0.4,0.7,0.3,0.006,1012.698,0.001,340.37,0.074,6.4,32.17
0.391,4.314,2944.999,758.803,0.297,0.003,60.881,46.758,216.392,0.533,0.395,0.018,0.121,0.559,1.176,2.589,2.267e-4,0,0.396,0.7,0.304,0.006,1012.689,0.001,340.37,0.075,6.4,32.17
0.394,4.255,2944.663,758.467,0.297,0.003,60.9,46.755,216.089,0.533,0.395,0.018,0.121,0.559,1.158,2.554,-2.817e-4,0,0.392,0.7,0.308,0.006,1012.681,0.001,340.37,0.076,6.4,32.17
0.396,4.197,2944.329,758.133,0.297,0.003,60.919,46.751,215.786,0.533,0.395,0.018,0.121,0.558,1.141,2.52,4.612e-5,0,0.389,0.7,0.311,0.006,1012.672,0.001,340.369,0.076,6.4,32.17
0.399,4.14,2943.996,757.8,0.297,0.003,60.938,46.748,215.486,0.534,0.395,0.018,0.121,0.557,1.124,2.486,-1.331e-4,0,0.385,0.7,0.315,0.006,1012.663,0.001,340.369,0.077,6.4,32.17
0.402,4.084,2943.665,757.469,0.297,0.003,60.956,46.744,215.186,0.534,0.395,0.018,0.121,0.557,1.108,2.453,2.88e-4,0,0.381,0.7,0.319,0.007,1012.655,0.001,340.369,0.077,6.4,32.17
0.405,4.028,2943.335,757.139,0.297,0.003,60.974,46.741,214.888,0.534,0.395,0.018,0.121,0.556,1.091,2.421,-3.129e-4,0,0.378,0.7,0.322,0.007,1012.646,0.001,340.369,0.078,6.4,32.17
0.408,3.973,2943.007,756.811,0.297,0.003,60.992,46.737,214.591,0.534,0.395,0.018,0.121,0.556,1.075,2.388,3.696e-6,0,0.374,0.7,0.326,0.007,1012.637,0.001,340.368,0.078,6.4,32.17
0.41,3.919,2942.679,756.483,0.297,0.003,61.01,46.734,214.295,0.534,0.395,0.018,0.121,0.555,1.059,2.356,8.392e-5,0,0.371,0.7,0.329,0.007,1012.629,0.001,340.368,0.079,6.4,32.17
0.413,3.865,2942.353,756.157,0.297,0.003,61.028,46.73,214,0.534,0.395,0.018,0.121,0.555,1.043,2.324,-8.92e-5,0,0.367,0.7,0.333,0.007,1012.62,0.001,340.368,0.079,6.4,32.17
0.416,3.811,2942.028,755.832,0.297,0.003,61.046,46.727,213.706,0.534,0.395,0.018,0.121,0.554,1.028,2.293,-1.976e-4,0,0.364,0.7,0.336,0.007,1012.611,0.001,340.367,0.08,6.4,32.17
0.419,3.758,2941.704,755.508,0.296,0.003,61.064,46.723,213.413,0.534,0.395,0.018,0.121,0.554,1.012,2.261,-9.051e-5,0,0.361,0.7,0.34,0.007,1012.603,0.001,340.367,0.08,6.4,32.17
0.421,3.706,2941.382,755.185,0.296,0.003,61.081,46.72,213.121,0.534,0.395,0.018,0.121,0.553,0.997,2.23,-4.054e-4,0,0.357,0.7,0.343,0.007,1012.594,0.001,340.367,0.081,6.4,32.17
0.424,3.654,2941.06,754.864,0.296,0.003,61.098,46.716,212.83,0.534,0.395,0.018,0.121,0.553,0.982,2.199,-4.747e-4,0,0.354,0.7,0.346,0.007,1012.585,0.001,340.367,0.081,6.4,32.17
0.427,3.602,2940.739,754.543,0.296,0.003,61.116,46.713,212.54,0.534,0.395,0.018,0.121,0.552,0.967,2.168,-4.375e-4,0,0.35,0.7,0.35,0.007,1012.576,0.001,340.366,0.082,6.4,32.17
0.43,3.551,2940.419,754.223,0.296,0.003,61.133,46.709,212.251,0.534,0.395,0.018,0.121,0.552,0.952,2.138,-2.228e-4,0,0.347,0.7,0.353,0.008,1012.567,0.001,340.366,0.082,6.4,32.17
0.432,3.5,2940.1,753.904,0.296,0.003,61.15,46.706,211.962,0.534,0.395,0.018,0.121,0.551,0.938,2.109,1.766e-4,0,0.344,0.7,0.356,0.008,1012.558,0.001,340.366,0.083,6.4,32.17
0.435,3.45,2939.781,753.585,0.296,0.003,61.167,46.703,211.674,0.534,0.395,0.018,0.121,0.551,0.923,2.078,-2.791e-5,0,0.341,0.7,0.36,0.008,1012.55,0.001,340.365,0.083,6.4,32.17
0.438,3.4,2939.464,753.268,0.296,0.003,61.184,46.699,211.387,0.534,0.395,0.018,0.121,0.551,0.909,2.049,4.71e-4,0,0.338,0.7,0.363,0.008,1012.541,0.001,340.365,0.084,6.4,32.17
0.44,3.35,2939.147,752.951,0.296,0.003,61.201,46.696,211.101,0.534,0.395,0.018,0.121,0.55,0.894,2.019,-7.568e-5,0,0.334,0.7,0.366,0.008,1012.532,0.001,340.365,0.084,6.4,32.17
0.443,3.301,2938.831,752.635,0.296,0.003,61.217,46.692,210.815,0.534,0.395,0.018,0.121,0.55,0.88,1.99,-8.732e-5,0,0.331,0.7,0.369,0.008,1012.523,0.001,340.364,0.085,6.4,32.17
0.446,3.252,2938.516,752.32,0.296,0.003,61.234,46.689,210.53,0.534,0.395,0.018,0.121,0.549,0.866,1.961,1.015e-4,0,0.328,0.7,0.372,0.008,1012.514,0.001,340.364,0.085,6.4,32.17
0.448,3.204,2938.201,752.005,0.296,0.003,61.251,46.686,210.245,0.534,0.395,0.018,0.121,0.549,0.853,1.932,4.486e-4,0,0.325,0.7,0.375,0.008,1012.504,0.001,340.364,0.086,6.4,32.17
0.451,3.161,2937.887,751.691,0.296,0.003,61.265,46.682,209.961,0.534,0.395,0.018,0.121,0.549,0.84,1.906,1.958e-4,0,0.322,0.7,0.378,0.008,1012.495,0.001,340.364,0.086,6.4,32.17
0.454,3.125,2937.573,751.377,0.296,0.003,61.278,46.679,209.677,0.534,0.395,0.018,0.121,0.548,0.83,1.886,2.267e-4,0,0.319,0.7,0.381,0.008,1012.486,0.001,340.363,0.087,6.4,32.17
0.456,3.09,2937.26,751.064,0.296,0.003,61.29,46.676,209.394,0.534,0.395,0.019,0.121,0.548,0.82,1.865,-3.784e-4,0,0.316,0.7,0.384,0.008,1012.477,0.001,340.363,0.087,6.4,32.17
0.459,3.055,2936.948,750.751,0.296,0.003,61.302,46.672,209.112,0.534,0.395,0.019,0.121,0.548,0.81,1.844,4.939e-4,0,0.313,0.7,0.387,0.009,1012.468,0.001,340.363,0.087,6.4,32.17
0.462,3.02,2936.636,750.439,0.296,0.003,61.314,46.669,208.83,0.534,0.395,0.019,0.121,0.547,0.801,1.823,4.378e-4,0,0.31,0.7,0.39,0.009,1012.459,0.001,340.362,0.088,6.4,32.17
0.464,2.986,2936.324,750.128,0.296,0.003,61.326,46.666,208.548,0.534,0.395,0.019,0.121,0.547,0.791,1.803,1.697e-4,0,0.307,0.7,0.393,0.009,1012.449,0.001,340.362,0.088,6.4,32.17
0.467,2.951,2936.013,749.817,0.296,0.003,61.338,46.662,208.266,0.534,0.395,0.019,0.121,0.547,0.781,1.782,1.972e-4,0,0.304,0.7,0.396,0.009,1012.44,0.001,340.362,0.089,6.4,32.17
0.47,2.917,2935.702,749.506,0.296,0.003,61.35,46.659,207.985,0.534,0.395,0.019,0.121,0.547,0.771,1.761,-4.052e-4,0,0.301,0.7,0.399,0.009,1012.431,0.001,340.361,0.089,6.4,32.17
0.472,2.882,2935.392,749.195,0.296,0.003,61.362,46.656,207.705,0.534,0.395,0.019,0.121,0.546,0.762,1.742,2.209e-4,0,0.299,0.7,0.402,0.009,1012.421,0.001,340.361,0.09,6.4,32.17
0.475,2.848,2935.081,748.885,0.296,0.003,61.374,46.652,207.424,0.534,0.395,0.019,0.121,0.546,0.752,1.721,-4.346e-5,0,0.296,0.7,0.405,0.009,1012.412,0.001,340.361,0.09,6.4,32.17
0.478,2.814,2934.772,748.575,0.296,0.003,61.386,46.649,207.144,0.534,0.395,0.019,0.121,0.546,0.742,1.701,-2.015e-4,0,0.293,0.7,0.407,0.009,1012.402,0.001,340.36,0.091,6.4,32.17
0.48,2.78,2934.462,748.266,0.296,0.003,61.398,46.646,206.864,0.534,0.395,0.019,0.121,0.546,0.733,1.681,-1.107e-4,0,0.29,0.7,0.41,0.009,1012.393,0.001,340.36,0.091,6.4,32.17
0.483,2.746,2934.153,747.957,0.296,0.003,61.41,46.642,206.585,0.534,0.395,0.019,0.121,0.545,0.723,1.66,-1.856e-4,0,0.287,0.7,0.413,0.009,1012.383,0.001,340.36,0.092,6.4,32.17
0.485,2.712,2933.844,747.648,0.296,0.003,61.422,46.639,206.305,0.534,0.395,0.019,0.121,0.545,0.714,1.64,-2.487e-4,0,0.285,0.7,0.416,0.009,1012.374,0.001,340.359,0.092,6.4,32.17
0.488,2.678,2933.535,747.339,0.296,0.003,61.434,46.636,206.026,0.534,0.395,0.019,0.121,0.545,0.704,1.62,2.996e-4,0,0.282,0.7,0.418,0.009,1012.364,0.001,340.359,0.093,6.4,32.17
0.491,2.644,2933.226,747.03,0.296,0.003,61.446,46.632,205.747,0.534,0.395,0.019,0.121,0.545,0.695,1.599,7.671e-5,0,0.279,0.7,0.421,0.009,1012.354,0.001,340.359,0.093,6.4,32.17
0.493,2.611,2932.918,746.721,0.296,0.003,61.458,46.629,205.468,0.534,0.394,0.019,0.121,0.545,0.686,1.58,4.094e-4,0,0.277,0.7,0.424,0.009,1012.344,0.001,340.358,0.094,6.4,32.17
0.496,2.577,2932.609,746.413,0.296,0.003,61.47,46.626,205.189,0.534,0.394,0.019,0.121,0.544,0.676,1.559,-2.961e-4,0,0.274,0.7,0.426,0.009,1012.335,0.001,340.358,0.094,6.4,32.17
0.499,2.544,2932.301,746.105,0.296,0.003,61.482,46.622,204.91,0.534,0.394,0.019,0.121,0.544,0.667,1.54,3.269e-4,0,0.271,0.7,0.429,0.009,1012.325,0.001,340.358,0.094,6.4,32.17
0.501,2.5,2931.993,745.796,0.295,0.003,61.497,46.619,204.631,0.534,0.394,0.019,0.121,0.544,0.655,1.513,7.903e-5,0,0.269,0.701,0.432,0.009,1012.315,0.001,340.357,0.095,6.4,32.17
0.504,2.442,2931.684,745.488,0.295,0.003,61.518,46.616,204.352,0.535,0.394,0.019,0.121,0.543,0.639,1.479,-4.075e-4,0,0.266,0.701,0.434,0.009,1012.305,0.001,340.357,0.095,6.4,32.17
0.506,2.386,2931.376,745.18,0.295,0.003,61.538,46.612,204.074,0.535,0.394,0.019,0.121,0.543,0.624,1.445,2.361e-4,0,0.264,0.701,0.437,0.009,1012.295,0.001,340.357,0.096,6.4,32.17
