# Time (s),Angle of attack (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Thrust (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reference length (cm),Reference area (cm²)
2.472,0.421,2767.053,580.889,0.277,0.003,62.402,44.736,106.618,0.572,0.391,0.047,0.134,0.573,0.106,0.292,1.961e-5,0,0.003,0.355,0.353,-1.142e-4,994.285,0.001,339.752,0.331,6.4,32.17
2.492,0.466,2766.015,579.852,0.277,0.003,62.386,44.724,105.911,0.573,0.39,0.048,0.134,0.573,0.117,0.324,2.608e-4,0,0.003,0.356,0.353,-2.615e-5,994.023,0.001,339.743,0.333,6.4,32.17
2.512,0.463,2764.962,578.798,0.277,0.003,62.388,44.711,105.192,0.573,0.39,0.048,0.134,0.573,0.117,0.322,1.705e-4,0,0.003,0.356,0.353,7.207e-7,993.755,0.001,339.734,0.334,6.4,32.17
2.532,0.412,2763.893,577.73,0.277,0.003,62.409,44.698,104.463,0.573,0.39,0.048,0.135,0.574,0.104,0.288,-1.023e-4,0,0.003,0.356,0.353,4.09e-5,993.482,0.001,339.725,0.335,6.4,32.17
2.553,0.325,2762.81,576.647,0.277,0.003,62.444,44.685,103.724,0.574,0.39,0.049,0.135,0.574,0.082,0.226,4.884e-4,0,0.003,0.356,0.353,1.157e-4,993.205,0.001,339.716,0.337,6.4,32.17
2.574,0.218,2761.711,575.548,0.277,0.003,62.488,44.672,102.975,0.574,0.39,0.049,0.135,0.574,0.055,0.152,-4.895e-4,0,0.003,0.356,0.353,1.639e-4,992.922,0.001,339.706,0.338,6.4,32.17
2.596,0.121,2760.595,574.431,0.277,0.003,62.529,44.658,102.213,0.574,0.39,0.049,0.135,0.575,0.03,0.084,1.148e-4,0,0.003,0.356,0.353,4.373e-5,992.634,0.001,339.696,0.34,6.4,32.17
2.617,0.147,2759.46,573.297,0.276,0.003,62.518,44.644,101.439,0.575,0.39,0.05,0.135,0.575,0.037,0.103,1.591e-4,0,0.002,0.356,0.353,-1.126e-4,992.339,0.001,339.687,0.341,6.4,32.17
2.64,0.253,2758.308,572.145,0.276,0.003,62.477,44.63,100.654,0.575,0.39,0.05,0.135,0.575,0.063,0.177,2.759e-4,0,0.002,0.356,0.353,-1.479e-4,992.039,0.001,339.677,0.342,6.4,32.17
2.662,0.349,2757.138,570.974,0.276,0.003,62.441,44.616,99.855,0.576,0.39,0.05,0.135,0.576,0.088,0.245,1.113e-5,0,0.002,0.356,0.354,-7.106e-5,991.733,0.001,339.666,0.344,6.4,32.17
2.685,0.404,2755.95,569.787,0.276,0.003,62.421,44.602,99.045,0.576,0.39,0.05,0.135,0.576,0.102,0.283,4.147e-4,0,0.002,0.356,0.354,-6.876e-6,991.422,0.001,339.656,0.345,6.4,32.17
2.708,0.4,2754.744,568.581,0.276,0.003,62.424,44.587,98.223,0.576,0.39,0.051,0.136,0.577,0.101,0.28,-2.901e-4,0,0.002,0.356,0.354,1.532e-5,991.104,0.001,339.645,0.347,6.4,32.17
2.732,0.336,2753.52,567.356,0.276,0.003,62.45,44.572,97.387,0.577,0.39,0.051,0.136,0.577,0.085,0.236,-7.869e-5,0,0.002,0.356,0.354,1.043e-4,990.78,0.001,339.634,0.348,6.4,32.17
2.755,0.215,2752.276,566.112,0.276,0.003,62.499,44.557,96.539,0.577,0.39,0.051,0.136,0.577,0.054,0.151,-4.09e-4,0,0.002,0.356,0.354,2.061e-4,990.449,0.001,339.623,0.349,6.4,32.17
2.78,0.105,2751.007,564.843,0.275,0.003,62.544,44.541,95.673,0.578,0.39,0.052,0.136,0.578,0.026,0.074,-3.978e-5,0,0.002,0.356,0.354,1.949e-5,990.11,0.001,339.612,0.351,6.4,32.17
2.805,0.175,2749.701,563.538,0.275,0.003,62.52,44.525,94.783,0.578,0.39,0.052,0.136,0.578,0.044,0.124,2.466e-4,0,0.002,0.356,0.354,-1.542e-4,989.761,0.001,339.6,0.352,6.4,32.17
2.831,0.282,2748.366,562.203,0.275,0.003,62.479,44.509,93.872,0.578,0.39,0.052,0.136,0.579,0.071,0.2,-1.04e-4,0,0.002,0.356,0.354,-1.536e-4,989.402,0.001,339.588,0.354,6.4,32.17
2.857,0.372,2747.013,560.849,0.275,0.003,62.445,44.492,92.949,0.579,0.39,0.053,0.136,0.579,0.094,0.263,-6.341e-5,0,0.002,0.356,0.354,-5.331e-5,989.036,0.001,339.576,0.355,6.4,32.17
2.883,0.397,2745.632,559.469,0.275,0.003,62.437,44.475,92.007,0.579,0.39,0.053,0.137,0.58,0.1,0.281,-1.84e-4,0,0.002,0.356,0.355,-2.635e-8,988.662,0.001,339.563,0.357,6.4,32.17
2.91,0.348,2744.215,558.052,0.275,0.003,62.458,44.458,91.041,0.58,0.39,0.053,0.137,0.58,0.088,0.246,3.482e-4,0,0.002,0.356,0.355,4.618e-5,988.277,0.001,339.55,0.358,6.4,32.17
2.938,0.239,2742.764,556.601,0.274,0.003,62.502,44.44,90.051,0.58,0.39,0.054,0.137,0.58,0.06,0.169,-3.488e-4,0,0.002,0.357,0.355,1.387e-4,987.88,0.001,339.537,0.359,6.4,32.17
2.967,0.096,2741.279,555.115,0.274,0.003,62.558,44.422,89.038,0.581,0.39,0.054,0.137,0.581,0.024,0.067,2.028e-4,0,0.002,0.357,0.355,8.727e-5,987.473,0.001,339.523,0.361,6.4,32.17
2.996,0.148,2739.75,553.587,0.274,0.003,62.54,44.403,87.995,0.581,0.39,0.054,0.137,0.581,0.037,0.105,3.944e-4,0,0.002,0.357,0.355,-1.656e-4,987.052,0.001,339.509,0.362,6.4,32.17
3.026,0.257,2738.175,552.011,0.274,0.003,62.499,44.383,86.921,0.581,0.39,0.055,0.137,0.582,0.065,0.183,2.108e-4,0,0.002,0.357,0.355,-8.39e-5,986.616,0.001,339.494,0.364,6.4,32.17
3.057,0.297,2736.569,550.406,0.274,0.003,62.485,44.364,85.825,0.582,0.39,0.055,0.137,0.582,0.075,0.212,-8.386e-5,0,0.002,0.357,0.355,-1.03e-5,986.171,0.001,339.479,0.365,6.4,32.17
3.089,0.292,2734.919,548.756,0.273,0.003,62.488,44.343,84.7,0.582,0.39,0.055,0.137,0.583,0.073,0.208,-1.264e-4,0,0.001,0.357,0.355,8.505e-6,985.711,0.001,339.464,0.367,6.4,32.17
3.122,0.188,2733.203,547.04,0.273,0.003,62.531,44.322,83.529,0.583,0.389,0.056,0.138,0.583,0.047,0.134,-1.216e-4,0,0.001,0.357,0.356,5.056e-5,985.231,0.001,339.448,0.368,6.4,32.17
3.156,0.106,2731.435,545.272,0.273,0.003,62.563,44.3,82.323,0.583,0.389,0.056,0.138,0.583,0.027,0.076,-3.664e-4,0,0.001,0.357,0.356,-5.528e-6,984.735,0.001,339.431,0.369,6.4,32.17
3.191,0.184,2729.608,543.445,0.273,0.003,62.533,44.277,81.077,0.584,0.389,0.056,0.138,0.584,0.046,0.131,2.458e-4,0,0.001,0.357,0.356,-4.976e-5,984.22,0.001,339.414,0.371,6.4,32.17
3.228,0.275,2727.7,541.537,0.273,0.003,62.499,44.254,79.776,0.584,0.389,0.057,0.138,0.584,0.069,0.197,-1.281e-4,0,0.001,0.357,0.356,-5.09e-6,983.681,0.001,339.396,0.372,6.4,32.17
3.265,0.26,2725.727,539.564,0.272,0.003,62.506,44.229,78.43,0.585,0.389,0.057,0.138,0.585,0.065,0.187,-1.056e-4,0,0.001,0.357,0.356,2.609e-5,983.121,0.001,339.377,0.374,6.4,32.17
3.305,0.13,2723.668,537.504,0.272,0.003,62.559,44.203,77.025,0.585,0.389,0.057,0.138,0.585,0.033,0.094,2.537e-4,0,0.001,0.357,0.356,6.79e-5,982.534,0.001,339.357,0.375,6.4,32.17
3.321,0.088,2722.838,536.674,0.272,0.003,62.578,44.193,76.459,0.585,0.389,0.058,0.138,0.585,0.022,0.064,-1.815e-4,0,0.001,0.357,0.356,5.65e-6,982.297,0.001,339.349,0.376,6.4,32.17
3.345,0.131,2721.96,535.796,0.272,0.003,62.562,44.182,75.814,0.585,0.389,0.058,0.138,0.585,0.033,0.094,-7.931e-5,0,0.001,0.357,0.356,-6.541e-5,981.94,0.001,339.337,0.376,6.4,32.17
3.381,0.229,2720.643,534.479,0.272,0.003,62.524,44.166,74.845,0.586,0.389,0.058,0.139,0.586,0.057,0.165,4.349e-4,0,9.821e-4,0.357,0.356,-3.769e-5,981.405,0.001,339.319,0.378,6.4,32.17
3.426,0.247,2718.976,532.813,0.272,0.003,62.518,44.145,73.62,0.586,0.389,0.058,0.139,0.586,0.062,0.178,3.202e-5,0,9.377e-4,0.357,0.356,6.793e-7,980.725,0.001,339.297,0.379,6.4,32.17
3.473,0.166,2717.243,531.08,0.271,0.003,62.551,44.123,72.347,0.587,0.389,0.059,0.139,0.587,0.042,0.119,4.844e-4,0,8.865e-4,0.357,0.357,2.852e-5,980.015,0.001,339.273,0.381,6.4,32.17
3.523,0.111,2715.424,529.26,0.271,0.003,62.576,44.1,71.009,0.587,0.389,0.059,0.139,0.587,0.028,0.08,1.524e-4,0,8.253e-4,0.357,0.357,-6.131e-6,979.266,0.001,339.248,0.382,6.4,32.17
3.573,0.187,2713.587,527.424,0.271,0.003,62.548,44.077,69.659,0.588,0.389,0.06,0.139,0.588,0.047,0.135,3.164e-5,0,7.783e-4,0.358,0.357,-7.042e-6,978.509,0.001,339.222,0.383,6.4,32.17
3.623,0.157,2711.751,525.588,0.271,0.003,62.561,44.054,68.309,0.588,0.389,0.06,0.139,0.588,0.039,0.113,-1.189e-5,0,7.253e-4,0.358,0.357,3.393e-6,977.748,0.001,339.197,0.385,6.4,32.17
3.673,0.118,2709.915,523.751,0.27,0.003,62.576,44.031,66.96,0.588,0.389,0.06,0.139,0.588,0.029,0.085,6.242e-5,0,6.687e-4,0.358,0.357,-3.064e-7,976.986,0.001,339.171,0.386,6.4,32.17
3.723,0.143,2708.078,521.915,0.27,0.003,62.567,44.008,65.61,0.589,0.389,0.06,0.139,0.589,0.036,0.104,-2.984e-5,0,6.16e-4,0.358,0.357,-3.703e-6,976.221,0.001,339.145,0.387,6.4,32.17
3.773,0.16,2706.242,520.078,0.27,0.003,62.563,43.984,64.26,0.589,0.389,0.061,0.14,0.589,0.04,0.116,1.782e-4,0,5.752e-4,0.358,0.357,1.026e-8,975.453,0.001,339.119,0.388,6.4,32.17
3.823,0.126,2704.405,518.242,0.27,0.003,62.578,43.961,62.91,0.589,0.389,0.061,0.14,0.59,0.032,0.093,1.859e-4,0,5.259e-4,0.358,0.357,4.032e-6,974.684,0.001,339.094,0.389,6.4,32.17
3.873,0.121,2702.569,516.406,0.27,0.003,62.58,43.938,61.56,0.59,0.389,0.061,0.14,0.59,0.03,0.088,-1.11e-4,0,4.798e-4,0.358,0.357,-3.491e-6,973.913,0.001,339.068,0.39,6.4,32.17
3.923,0.127,2700.733,514.569,0.269,0.003,62.577,43.915,60.21,0.59,0.389,0.061,0.14,0.59,0.032,0.093,1.574e-4,0,4.45e-4,0.358,0.357,-1.576e-6,973.141,0.001,339.042,0.391,6.4,32.17
3.973,0.127,2698.896,512.733,0.269,0.003,62.579,43.891,58.86,0.59,0.389,0.062,0.14,0.59,0.032,0.093,3.12e-6,0,4.029e-4,0.358,0.357,-7.719e-7,972.367,0.001,339.016,0.392,6.4,32.17
4.023,0.121,2697.06,510.896,0.269,0.003,62.583,43.868,57.51,0.591,0.389,0.062,0.14,0.591,0.03,0.088,-3.132e-5,0,3.577e-4,0.358,0.358,1.478e-6,971.591,0.001,338.99,0.392,6.4,32.17
4.073,0.116,2695.223,509.06,0.269,0.003,62.587,43.845,56.161,0.591,0.389,0.062,0.14,0.591,0.029,0.085,-3.846e-4,0,3.265e-4,0.358,0.358,5.969e-6,970.815,0.001,338.964,0.393,6.4,32.17
4.095,0.108,2694.411,508.247,0.269,0.003,62.59,43.834,55.563,0.591,0.389,0.062,0.14,0.591,0.027,0.079,2.389e-4,0,3.135e-4,0.358,0.358,1.301e-5,970.471,0.001,338.952,0.393,6.4,32.17
4.128,0.073,2693.555,507.392,0.268,0.003,62.603,43.823,54.817,0.591,0.389,0.062,0.14,0.591,0.018,0.054,1.924e-4,0,2.781e-4,0.358,0.358,-2.124e-8,969.954,0.001,338.935,0.394,6.4,32.17
4.178,0.133,2692.272,506.109,0.268,0.003,62.578,43.807,53.697,0.591,0.389,0.062,0.14,0.591,0.033,0.098,4.45e-4,0,2.347e-4,0.358,0.358,-1.33e-5,969.179,0.001,338.909,0.394,6.4,32.17
4.228,0.137,2690.984,504.821,0.268,0.003,62.578,43.79,52.574,0.591,0.389,0.062,0.14,0.591,0.034,0.101,2.557e-4,0,2.119e-4,0.358,0.358,-9.595e-8,968.399,0.001,338.883,0.394,6.4,32.17
4.278,0.103,2689.696,503.533,0.268,0.003,62.593,43.774,51.45,0.591,0.389,0.062,0.14,0.591,0.026,0.077,9.052e-5,0,1.665e-4,0.358,0.358,5.723e-6,967.619,0.001,338.856,0.395,6.4,32.17
4.328,0.056,2688.408,502.245,0.268,0.003,62.611,43.757,50.326,0.591,0.389,0.062,0.14,0.591,0.014,0.041,1.626e-4,0,1.228e-4,0.358,0.358,-1.003e-5,966.839,0.001,338.83,0.395,6.4,32.17
4.378,0.133,2687.12,500.956,0.268,0.003,62.579,43.741,49.202,0.591,0.389,0.062,0.14,0.591,0.033,0.098,2.233e-4,0,8.74e-5,0.358,0.358,-3.392e-6,966.058,0.001,338.804,0.395,6.4,32.17
4.428,0.099,2685.832,499.668,0.267,0.003,62.593,43.724,48.078,0.592,0.389,0.063,0.14,0.592,0.025,0.073,4.846e-4,0,6.677e-5,0.358,0.358,1.275e-5,965.276,0.001,338.778,0.395,6.4,32.17
4.478,0.022,2684.544,498.38,0.267,0.003,62.627,43.708,46.954,0.592,0.389,0.063,0.14,0.592,0.005,0.016,-2.001e-4,0,2.95e-5,0.358,0.358,-9.969e-6,964.495,0.001,338.751,0.395,6.4,32.17
4.528,0.119,2683.256,497.092,0.267,0.003,62.587,43.691,45.831,0.592,0.389,0.063,0.14,0.592,0.03,0.089,4.837e-4,0,7.261e-6,0.358,0.358,-8.004e-6,963.713,0.001,338.725,0.396,6.4,32.17
4.578,0.145,2681.967,495.804,0.267,0.003,62.578,43.675,44.707,0.592,0.389,0.063,0.14,0.592,0.036,0.107,3.981e-4,0,-2.092e-5,0.358,0.358,9.279e-6,962.932,0.001,338.699,0.395,6.4,32.17
4.628,0.052,2680.679,494.516,0.267,0.003,62.615,43.658,43.583,0.592,0.389,0.063,0.14,0.592,0.013,0.038,1.856e-4,0,-5.096e-5,0.358,0.358,5.306e-5,962.151,0.001,338.673,0.395,6.4,32.17
4.678,0.095,2679.391,493.228,0.267,0.003,62.598,43.642,42.459,0.591,0.389,0.062,0.14,0.591,0.024,0.07,-2.231e-4,0,-8.856e-5,0.358,0.358,-4.287e-5,961.37,0.001,338.646,0.395,6.4,32.17
4.728,0.182,2678.103,491.94,0.267,0.003,62.563,43.625,41.335,0.591,0.389,0.062,0.14,0.591,0.046,0.135,-4.482e-4,0,-1.343e-4,0.358,0.358,-2.239e-7,960.589,0.001,338.62,0.395,6.4,32.17
4.778,0.09,2676.815,490.652,0.266,0.003,62.598,43.608,40.211,0.591,0.389,0.062,0.14,0.591,0.022,0.066,-2.156e-4,0,-1.497e-4,0.358,0.358,3.36e-5,959.809,0.001,338.594,0.395,6.4,32.17
4.828,0.083,2675.527,489.364,0.266,0.003,62.598,43.592,39.087,0.591,0.389,0.062,0.14,0.591,0.021,0.062,2.483e-4,0,-1.779e-4,0.358,0.358,-1.927e-5,959.03,0.001,338.568,0.394,6.4,32.17
4.878,0.148,2674.239,488.075,0.266,0.003,62.573,43.575,37.964,0.591,0.389,0.062,0.14,0.591,0.037,0.11,1.134e-4,0,-2.104e-4,0.358,0.358,8.336e-8,958.252,0.001,338.542,0.394,6.4,32.17
4.919,0.1,2673.183,487.019,0.266,0.003,62.591,43.561,37.042,0.591,0.389,0.062,0.14,0.591,0.025,0.074,-4.878e-4,0,-2.351e-4,0.358,0.358,2.28e-5,957.614,0.001,338.52,0.394,6.4,32.17
4.969,0.048,2672.37,486.207,0.266,0.003,62.613,43.551,36.278,0.591,0.389,0.062,0.14,0.591,0.012,0.036,4.04e-4,0,-2.684e-4,0.358,0.358,-3.901e-5,956.837,0.001,338.494,0.393,6.4,32.17
5.019,0.145,2671.558,485.394,0.266,0.003,62.574,43.54,35.513,0.591,0.389,0.062,0.14,0.591,0.036,0.109,-3.834e-4,0,-2.932e-4,0.358,0.358,-7.024e-6,956.061,0.001,338.468,0.393,6.4,32.17
5.069,0.14,2670.745,484.582,0.266,0.003,62.575,43.53,34.749,0.59,0.389,0.062,0.14,0.591,0.035,0.104,1.945e-4,0,-3.092e-4,0.358,0.358,8.533e-6,955.287,0.001,338.442,0.392,6.4,32.17
5.119,0.043,2669.933,483.769,0.266,0.003,62.611,43.519,33.984,0.59,0.389,0.062,0.14,0.59,0.011,0.032,4.32e-4,0,-3.369e-4,0.358,0.358,2.651e-5,954.518,0.001,338.416,0.392,6.4,32.17
5.169,0.115,2669.12,482.957,0.265,0.003,62.585,43.509,33.22,0.59,0.389,0.061,0.14,0.59,0.029,0.086,2.2e-4,0,-3.67e-4,0.358,0.358,-2.278e-5,953.782,0.001,338.39,0.391,6.4,32.17
5.219,0.134,2668.308,482.144,0.265,0.003,62.577,43.498,32.455,0.59,0.389,0.061,0.14,0.59,0.034,0.1,-4.135e-4,0,-3.799e-4,0.358,0.358,1.118e-6,953.048,0.001,338.364,0.39,6.4,32.17
5.269,0.023,2667.495,481.332,0.265,0.003,62.617,43.487,31.691,0.59,0.389,0.061,0.14,0.59,0.006,0.017,-4.418e-4,0,-3.884e-4,0.358,0.358,-3.336e-6,952.315,0.001,338.339,0.39,6.4,32.17
5.319,0.136,2666.683,480.519,0.265,0.003,62.572,43.477,30.926,0.589,0.389,0.061,0.14,0.589,0.034,0.102,-2.77e-4,0,-4.101e-4,0.358,0.358,-1.681e-6,951.584,0.001,338.313,0.389,6.4,32.17
5.369,0.159,2665.87,479.707,0.265,0.003,62.562,43.466,30.162,0.589,0.389,0.061,0.14,0.589,0.04,0.119,1.229e-4,0,-4.25e-4,0.358,0.358,2.228e-5,950.854,0.001,338.287,0.388,6.4,32.17
5.419,0.08,2665.058,478.894,0.265,0.003,62.593,43.456,29.397,0.589,0.389,0.061,0.14,0.589,0.02,0.06,3.54e-4,0,-4.472e-4,0.358,0.358,6.587e-5,950.126,0.001,338.261,0.387,6.4,32.17
5.469,0.136,2664.245,478.082,0.265,0.003,62.569,43.445,28.633,0.589,0.389,0.06,0.139,0.589,0.034,0.101,5.767e-6,0,-4.871e-4,0.358,0.358,-6.815e-5,949.399,0.001,338.236,0.387,6.4,32.17
5.519,0.222,2663.433,477.269,0.265,0.003,62.535,43.434,27.868,0.588,0.389,0.06,0.139,0.588,0.056,0.166,-1.853e-4,0,-5.139e-4,0.358,0.358,-1.732e-6,948.674,0.001,338.21,0.386,6.4,32.17
5.569,0.125,2662.62,476.457,0.265,0.003,62.572,43.424,27.104,0.588,0.389,0.06,0.139,0.588,0.031,0.094,1.652e-4,0,-5.306e-4,0.358,0.358,3.222e-5,947.951,0.001,338.185,0.385,6.4,32.17
5.619,0.049,2661.808,475.644,0.264,0.003,62.603,43.413,26.339,0.588,0.389,0.06,0.139,0.588,0.012,0.036,-1.871e-4,0,-5.501e-4,0.358,0.358,-2.618e-5,947.229,0.001,338.159,0.384,6.4,32.17
5.669,0.144,2660.995,474.832,0.264,0.003,62.565,43.403,25.575,0.587,0.389,0.059,0.139,0.588,0.036,0.108,-3.736e-5,0,-5.77e-4,0.358,0.358,-1.733e-6,946.51,0.001,338.134,0.383,6.4,32.17
5.719,0.113,2660.183,474.019,0.264,0.003,62.576,43.392,24.81,0.587,0.389,0.059,0.139,0.587,0.028,0.084,7.714e-5,0,-6.159e-4,0.357,0.358,9.344e-6,945.792,0.001,338.109,0.382,6.4,32.17
5.769,0.08,2659.37,473.207,0.264,0.003,62.585,43.381,24.046,0.587,0.389,0.059,0.139,0.587,0.02,0.059,4.739e-5,0,-6.526e-4,0.357,0.358,-4.447e-7,945.077,0.001,338.083,0.381,6.4,32.17
5.819,0.119,2658.558,472.394,0.264,0.003,62.569,43.371,23.281,0.586,0.389,0.059,0.139,0.586,0.03,0.09,-3.975e-4,0,-6.739e-4,0.357,0.358,-6.497e-6,944.364,0.001,338.058,0.38,6.4,32.17
5.869,0.159,2657.745,471.582,0.264,0.003,62.553,43.36,22.517,0.586,0.389,0.058,0.139,0.586,0.04,0.12,8.82e-5,0,-6.886e-4,0.357,0.358,3.665e-7,943.653,0.001,338.033,0.379,6.4,32.17
5.919,0.105,2656.933,470.769,0.264,0.003,62.574,43.349,21.752,0.586,0.389,0.058,0.139,0.586,0.026,0.079,-6.502e-6,0,-7.236e-4,0.357,0.358,2.188e-5,942.944,0.001,338.008,0.377,6.4,32.17
5.944,0.062,2656.526,470.363,0.264,0.003,62.589,43.344,21.37,0.586,0.389,0.058,0.138,0.586,0.015,0.046,-1.469e-4,0,-7.466e-4,0.357,0.358,-6.069e-8,942.59,0.001,337.996,0.377,6.4,32.17
5.982,0.103,2656.175,470.011,0.264,0.003,62.57,43.339,20.937,0.585,0.389,0.058,0.138,0.585,0.026,0.078,4.056e-4,0,-7.569e-4,0.357,0.358,-1.759e-5,942.061,0.001,337.977,0.376,6.4,32.17
6.032,0.132,2655.706,469.542,0.264,0.003,62.557,43.333,20.36,0.585,0.389,0.057,0.138,0.585,0.033,0.099,1.364e-4,0,-7.751e-4,0.357,0.358,-1.304e-6,941.357,0.001,337.952,0.375,6.4,32.17
6.082,0.107,2655.237,469.073,0.264,0.003,62.566,43.327,19.783,0.584,0.389,0.057,0.138,0.584,0.027,0.08,-4.168e-4,0,-8.056e-4,0.357,0.358,4.996e-6,940.656,0.001,337.928,0.373,6.4,32.17
6.132,0.064,2654.768,468.604,0.264,0.003,62.584,43.321,19.207,0.584,0.389,0.057,0.138,0.584,0.016,0.049,3.413e-5,0,-8.264e-4,0.357,0.358,-7.281e-7,939.958,0.001,337.903,0.372,6.4,32.17
6.182,0.107,2654.299,468.135,0.264,0.003,62.564,43.315,18.63,0.584,0.389,0.056,0.138,0.584,0.027,0.081,4.965e-4,0,-8.526e-4,0.357,0.358,-5.112e-6,939.261,0.001,337.878,0.371,6.4,32.17
6.232,0.117,2653.83,467.666,0.263,0.003,62.558,43.309,18.053,0.583,0.389,0.056,0.138,0.583,0.029,0.088,6.608e-5,0,-8.728e-4,0.357,0.358,1.474e-6,938.568,0.001,337.854,0.369,6.4,32.17
6.282,0.05,2653.361,467.197,0.263,0.003,62.583,43.303,17.476,0.583,0.389,0.056,0.138,0.583,0.013,0.037,7.48e-5,0,-8.858e-4,0.357,0.358,1.652e-5,937.877,0.001,337.83,0.368,6.4,32.17
6.332,0.069,2652.892,466.728,0.263,0.003,62.577,43.296,16.899,0.582,0.39,0.055,0.137,0.582,0.017,0.052,-3.536e-4,0,-9.08e-4,0.357,0.358,-2.779e-5,937.188,0.001,337.805,0.367,6.4,32.17
6.382,0.149,2652.423,466.259,0.263,0.003,62.544,43.29,16.322,0.582,0.39,0.055,0.137,0.582,0.037,0.112,-4.614e-4,0,-9.235e-4,0.357,0.358,-1.767e-6,936.503,0.001,337.781,0.365,6.4,32.17
6.432,0.121,2651.954,465.79,0.263,0.003,62.553,43.284,15.745,0.582,0.39,0.055,0.137,0.582,0.03,0.091,4.013e-4,0,-9.617e-4,0.357,0.358,1.62e-5,935.82,0.001,337.757,0.364,6.4,32.17
6.482,0.048,2651.485,465.321,0.263,0.003,62.58,43.278,15.168,0.581,0.39,0.054,0.137,0.581,0.012,0.036,-1.715e-4,0,-9.671e-4,0.357,0.358,4.492e-5,935.14,0.001,337.733,0.362,6.4,32.17
6.532,0.05,2651.016,464.852,0.263,0.003,62.578,43.272,14.591,0.581,0.39,0.054,0.137,0.581,0.013,0.037,-1.653e-4,0,-0.001,0.357,0.358,-4.814e-5,934.463,0.001,337.709,0.361,6.4,32.17
6.582,0.113,2650.547,464.383,0.263,0.003,62.552,43.265,14.014,0.58,0.39,0.054,0.137,0.58,0.028,0.085,-3.676e-4,0,-0.001,0.357,0.358,-1.26e-5,933.788,0.001,337.685,0.359,6.4,32.17
6.631,0.12,2650.079,463.916,0.263,0.003,62.547,43.259,13.439,0.58,0.39,0.053,0.137,0.58,0.03,0.091,-1.584e-4,0,-0.001,0.356,0.358,6.081e-7,933.119,0.001,337.662,0.358,6.4,32.17
6.68,0.055,2649.627,463.463,0.263,0.003,62.571,43.253,12.882,0.579,0.39,0.053,0.137,0.579,0.014,0.041,-4.905e-4,0,-0.001,0.356,0.358,1.603e-5,932.473,0.001,337.639,0.356,6.4,32.17
6.726,0.023,2649.191,463.028,0.263,0.003,62.582,43.248,12.347,0.579,0.39,0.053,0.136,0.579,0.006,0.017,-4.315e-4,0,-0.001,0.356,0.358,-2.047e-5,931.856,0.001,337.617,0.355,6.4,32.17
6.772,0.094,2648.955,462.792,0.263,0.003,62.551,43.244,11.949,0.578,0.39,0.052,0.136,0.578,0.024,0.071,-3.869e-4,0,-0.001,0.356,0.357,-9.634e-6,931.247,0.001,337.596,0.353,6.4,32.17
6.818,0.126,2648.72,462.556,0.263,0.003,62.536,43.241,11.552,0.578,0.39,0.052,0.136,0.578,0.032,0.095,1.225e-4,0,-0.001,0.356,0.357,4.172e-7,930.645,0.001,337.575,0.352,6.4,32.17
6.863,0.094,2648.484,462.32,0.263,0.003,62.549,43.238,11.154,0.577,0.39,0.052,0.136,0.578,0.024,0.071,-4.898e-4,0,-0.001,0.356,0.357,1.679e-5,930.042,0.001,337.553,0.35,6.4,32.17
6.909,0.044,2648.249,462.085,0.263,0.003,62.566,43.235,10.759,0.577,0.39,0.051,0.136,0.577,0.011,0.033,-3.729e-4,0,-0.001,0.356,0.357,-1.134e-6,929.445,0.001,337.532,0.349,6.4,32.17
6.954,0.097,2648.018,461.855,0.263,0.003,62.545,43.232,10.37,0.577,0.39,0.051,0.136,0.577,0.024,0.073,-4.011e-4,0,-0.001,0.356,0.357,-1.585e-5,928.862,0.001,337.512,0.347,6.4,32.17
6.997,0.145,2647.793,461.629,0.263,0.003,62.525,43.229,9.99,0.576,0.39,0.051,0.136,0.576,0.036,0.11,1.26e-4,0,-0.001,0.356,0.357,-1.292e-7,928.294,0.001,337.492,0.346,6.4,32.17
7.042,0.095,2647.563,461.4,0.263,0.003,62.544,43.226,9.604,0.576,0.39,0.05,0.135,0.576,0.024,0.072,-3.762e-4,0,-0.001,0.356,0.357,8.79e-6,927.72,0.001,337.471,0.345,6.4,32.17
7.085,0.043,2647.342,461.179,0.263,0.003,62.563,43.223,9.231,0.575,0.39,0.05,0.135,0.575,0.011,0.032,-1.652e-4,0,-0.001,0.356,0.357,2.504e-5,927.167,0.001,337.452,0.343,6.4,32.17
7.129,0.02,2647.117,460.953,0.263,0.003,62.57,43.22,8.851,0.575,0.39,0.05,0.135,0.575,0.005,0.015,-2.114e-4,0,-0.001,0.356,0.357,-1.39e-5,926.607,0.001,337.432,0.342,6.4,32.17
