# Time (s),Angle of attack (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Thrust (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reference length (cm),Reference area (cm²)
0,90,2993.199,807,0.302,0.003,NaN,47.265,0,0.705,0.568,0.017,0.12,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1013.25,0.001,340.389,0.007,6.4,32.17
0.01,89.371,2992.45,806.251,0.302,0.003,NaN,47.257,64.111,0.705,0.568,0.017,0.12,2.333e-6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1013.25,0.001,340.389,0.007,6.4,32.17
0.02,83.856,2991.701,805.502,0.302,0.003,NaN,47.249,128.222,0.705,0.568,0.017,0.12,0.002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1013.25,0.001,340.389,0.007,6.4,32.17
0.03,73.394,2990.952,804.753,0.302,0.003,NaN,47.242,192.334,0.7,0.564,0.017,0.12,0.036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1013.249,0.001,340.389,0.007,6.4,32.17
0.042,56.868,2990.053,803.854,0.301,0.003,NaN,47.232,269.267,0.683,0.546,0.017,0.12,0.219,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1013.248,0.001,340.389,0.008,6.4,32.17
0.045,52.777,2989.653,803.454,0.301,0.003,NaN,47.228,326.466,0.677,0.54,0.017,0.12,0.288,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1013.247,0.001,340.389,0.008,6.4,32.17
0.048,47.388,2989.071,802.872,0.301,0.003,NaN,47.222,311.56,0.667,0.53,0.017,0.12,0.388,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1013.247,0.001,340.389,0.009,6.4,32.17
0.054,41.164,2988.199,802,0.301,0.003,NaN,47.213,289.2,0.653,0.516,0.017,0.12,0.507,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1013.245,0.001,340.389,0.01,6.4,32.17
0.062,34.711,2986.89,800.691,0.301,0.003,NaN,47.199,255.66,0.636,0.499,0.017,0.12,0.62,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1013.242,0.001,340.389,0.012,6.4,32.17
0.07,30.754,2985.698,799.499,0.301,0.003,NaN,47.187,225.102,0.624,0.487,0.017,0.12,0.678,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1013.239,0.001,340.389,0.013,6.4,32.17
0.08,27.052,2984.509,798.31,0.301,0.003,NaN,47.175,214.247,0.611,0.474,0.017,0.12,0.719,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1013.234,0.001,340.388,0.015,6.4,32.17
0.091,24.009,2983.201,797.002,0.301,0.003,NaN,47.161,202.307,0.599,0.462,0.017,0.12,0.741,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1013.228,0.001,340.388,0.017,6.4,32.17
0.101,21.779,2981.987,795.788,0.301,0.003,NaN,47.148,208.8,0.59,0.453,0.017,0.12,0.749,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1013.221,0.001,340.388,0.018,6.4,32.17
0.111,19.768,2980.772,794.573,0.301,0.003,NaN,47.136,215.294,0.581,0.444,0.017,0.12,0.749,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1013.214,0.001,340.388,0.02,6.4,32.17
0.121,18.018,2979.558,793.359,0.3,0.003,NaN,47.123,221.787,0.573,0.436,0.017,0.12,0.744,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1013.206,0.001,340.387,0.022,6.4,32.17
0.131,16.488,2978.344,792.145,0.3,0.003,NaN,47.11,228.281,0.566,0.428,0.017,0.12,0.735,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1013.198,0.001,340.387,0.023,6.4,32.17
0.14,15.27,2977.251,791.053,0.3,0.003,NaN,47.099,234.125,0.559,0.422,0.017,0.12,0.722,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1013.189,0.001,340.387,0.025,6.4,32.17
0.15,14.078,2975.917,789.718,0.3,0.003,NaN,47.085,235.963,0.553,0.415,0.017,0.12,0.705,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1013.179,0.001,340.387,0.027,6.4,32.17
0.16,13.1,2974.583,788.384,0.3,0.003,NaN,47.071,237.801,0.546,0.409,0.017,0.12,0.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1013.169,0.001,340.386,0.029,6.4,32.17
0.17,12.24,2973.248,787.049,0.3,0.003,NaN,47.057,239.64,0.541,0.404,0.017,0.12,0.672,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1013.157,0.001,340.386,0.031,6.4,32.17
0.18,11.502,2971.958,785.759,0.3,0.003,NaN,47.044,241.417,0.536,0.398,0.017,0.12,0.657,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1013.145,0.001,340.385,0.033,6.4,32.17
0.189,10.882,2970.748,784.549,0.299,0.003,59.073,47.031,243.084,0.532,0.395,0.017,0.12,0.644,3.377,6.353,4.037e-4,0,0.875,0.875,0,0,1013.133,0.001,340.385,0.035,6.4,32.17
0.195,10.496,2969.951,783.752,0.299,0.003,59.165,47.023,244.182,0.532,0.395,0.017,0.12,0.639,3.235,6.137,1.232e-4,0,0.875,0.875,0,1.041e-5,1013.124,0.001,340.385,0.036,6.4,32.17
0.202,10.047,2968.978,782.78,0.299,0.003,59.274,47.012,245.522,0.532,0.395,0.017,0.12,0.633,3.07,5.882,4.288e-4,0,0.875,0.875,0,4.931e-5,1013.114,0.001,340.384,0.038,6.4,32.17
0.207,9.732,2968.314,782.115,0.299,0.003,59.352,47.005,244.661,0.532,0.395,0.017,0.12,0.629,2.957,5.705,-1.507e-4,0,0.836,0.875,0.039,9.217e-5,1013.106,0.001,340.384,0.039,6.4,32.17
0.212,9.439,2967.656,781.457,0.299,0.003,59.426,46.999,243.81,0.532,0.395,0.017,0.12,0.625,2.852,5.538,-1.39e-4,0,0.826,0.875,0.049,1.46e-4,1013.098,0.001,340.384,0.04,6.4,32.17
0.217,9.171,2967.025,780.826,0.299,0.003,59.494,46.992,242.993,0.532,0.395,0.017,0.12,0.621,2.757,5.386,4.206e-4,0,0.816,0.875,0.059,2.075e-4,1013.09,0.001,340.384,0.041,6.4,32.17
0.222,8.926,2966.418,780.22,0.299,0.003,59.557,46.985,242.207,0.532,0.395,0.017,0.12,0.618,2.671,5.247,-3.086e-4,0,0.807,0.875,0.068,2.752e-4,1013.083,0.001,340.383,0.042,6.4,32.17
0.226,8.701,2965.833,779.634,0.299,0.003,59.616,46.979,241.449,0.532,0.395,0.017,0.12,0.615,2.592,5.118,2.32e-4,0,0.798,0.875,0.077,3.479e-4,1013.075,0.001,340.383,0.043,6.4,32.17
0.231,8.491,2965.266,779.067,0.299,0.003,59.671,46.973,240.715,0.532,0.395,0.017,0.12,0.612,2.52,4.998,1.674e-4,0,0.789,0.875,0.086,4.247e-4,1013.068,0.001,340.383,0.044,6.4,32.17
0.235,8.296,2964.717,778.518,0.299,0.003,59.722,46.968,240.004,0.532,0.395,0.017,0.12,0.609,2.453,4.887,1.114e-4,0,0.781,0.875,0.094,5.049e-4,1013.06,0.001,340.383,0.045,6.4,32.17
0.239,8.114,2964.183,777.984,0.299,0.003,59.771,46.962,239.313,0.532,0.395,0.017,0.12,0.607,2.39,4.783,-1.386e-4,0,0.773,0.875,0.102,5.88e-4,1013.053,0.001,340.382,0.045,6.4,32.17
0.243,7.943,2963.664,777.465,0.299,0.003,59.817,46.956,238.641,0.532,0.395,0.017,0.12,0.604,2.332,4.686,1.326e-4,0,0.765,0.875,0.11,6.734e-4,1013.046,0.001,340.382,0.046,6.4,32.17
0.247,7.782,2963.158,776.959,0.299,0.003,59.861,46.951,237.986,0.532,0.395,0.017,0.12,0.602,2.278,4.593,-1.464e-4,0,0.757,0.875,0.118,7.609e-4,1013.039,0.001,340.382,0.047,6.4,32.17
0.251,7.632,2962.664,776.465,0.299,0.003,59.903,46.946,237.346,0.532,0.395,0.017,0.12,0.6,2.227,4.508,-2.082e-4,0,0.75,0.875,0.125,8.501e-4,1013.032,0.001,340.382,0.048,6.4,32.17
0.254,7.499,2962.182,775.983,0.299,0.003,59.939,46.941,236.721,0.532,0.395,0.017,0.12,0.598,2.183,4.432,-4.726e-4,0,0.743,0.875,0.132,9.408e-4,1013.024,0.001,340.381,0.049,6.4,32.17
0.258,7.373,2961.71,775.511,0.299,0.003,59.974,46.936,236.11,0.532,0.395,0.017,0.12,0.596,2.141,4.36,4.746e-5,0,0.736,0.875,0.139,0.001,1013.017,0.001,340.381,0.049,6.4,32.17
0.262,7.253,2961.247,775.048,0.299,0.003,60.008,46.931,235.511,0.532,0.395,0.017,0.12,0.595,2.101,4.292,4.778e-4,0,0.729,0.875,0.146,0.001,1013.01,0.001,340.381,0.05,6.4,32.17
0.265,7.139,2960.794,774.595,0.298,0.003,60.04,46.926,234.924,0.532,0.395,0.017,0.12,0.593,2.063,4.226,-2.769e-4,0,0.722,0.875,0.153,0.001,1013.003,0.001,340.381,0.051,6.4,32.17
0.269,7.03,2960.349,774.15,0.298,0.003,60.071,46.921,234.348,0.532,0.395,0.017,0.12,0.592,2.027,4.163,3.426e-5,0,0.715,0.875,0.159,0.001,1012.997,0.001,340.38,0.051,6.4,32.17
0.272,6.925,2959.912,773.713,0.298,0.003,60.1,46.917,233.782,0.532,0.395,0.017,0.12,0.59,1.993,4.103,-2.265e-4,0,0.709,0.875,0.166,0.001,1012.99,0.001,340.38,0.052,6.4,32.17
0.275,6.824,2959.482,773.284,0.298,0.003,60.129,46.912,233.226,0.532,0.395,0.017,0.12,0.589,1.96,4.045,-1.045e-4,0,0.703,0.875,0.172,0.002,1012.983,0.001,340.38,0.053,6.4,32.17
0.278,6.727,2959.06,772.861,0.298,0.003,60.157,46.908,232.679,0.532,0.395,0.017,0.12,0.588,1.928,3.99,-8.534e-5,0,0.696,0.875,0.178,0.002,1012.976,0.001,340.38,0.053,6.4,32.17
0.282,6.634,2958.644,772.445,0.298,0.003,60.184,46.903,232.141,0.533,0.395,0.017,0.12,0.587,1.898,3.936,3.785e-4,0,0.69,0.875,0.185,0.002,1012.969,0.001,340.379,0.054,6.4,32.17
0.285,6.544,2958.235,772.036,0.298,0.003,60.21,46.899,231.61,0.533,0.395,0.017,0.12,0.585,1.869,3.885,1.16e-4,0,0.684,0.875,0.191,0.002,1012.962,0.001,340.379,0.055,6.4,32.17
0.288,6.457,2957.831,771.632,0.298,0.003,60.235,46.895,231.088,0.533,0.395,0.017,0.12,0.584,1.84,3.834,-2.195e-4,0,0.678,0.875,0.196,0.002,1012.955,0.001,340.379,0.055,6.4,32.17
0.291,6.373,2957.433,771.234,0.298,0.003,60.26,46.891,230.572,0.533,0.395,0.017,0.12,0.583,1.813,3.786,4.571e-4,0,0.673,0.875,0.202,0.002,1012.949,0.001,340.379,0.056,6.4,32.17
0.294,6.291,2957.04,770.841,0.298,0.003,60.284,46.886,230.064,0.533,0.395,0.017,0.12,0.582,1.787,3.739,3.539e-4,0,0.667,0.875,0.208,0.002,1012.942,0.001,340.379,0.057,6.4,32.17
0.297,6.213,2956.652,770.453,0.298,0.003,60.307,46.882,229.562,0.533,0.395,0.018,0.12,0.581,1.762,3.693,-1.535e-4,0,0.661,0.875,0.214,0.002,1012.935,0.001,340.378,0.057,6.4,32.17
0.3,6.136,2956.269,770.07,0.298,0.003,60.329,46.878,229.066,0.533,0.395,0.018,0.12,0.58,1.738,3.65,3.952e-4,0,0.656,0.875,0.219,0.002,1012.928,0.001,340.378,0.058,6.4,32.17
0.303,6.075,2955.891,769.692,0.298,0.003,60.347,46.874,228.576,0.533,0.395,0.018,0.12,0.579,1.718,3.615,1.049e-4,0,0.65,0.875,0.225,0.002,1012.922,0.001,340.378,0.058,6.4,32.17
0.306,6.016,2955.517,769.318,0.298,0.003,60.365,46.87,228.091,0.533,0.395,0.018,0.12,0.579,1.7,3.581,-5.331e-5,0,0.645,0.875,0.23,0.003,1012.915,0.001,340.378,0.059,6.4,32.17
0.309,5.959,2955.147,768.948,0.298,0.003,60.382,46.866,227.612,0.533,0.395,0.018,0.12,0.578,1.681,3.548,-8.911e-5,0,0.64,0.875,0.235,0.003,1012.908,0.001,340.377,0.059,6.4,32.17
0.311,5.903,2954.781,768.582,0.298,0.003,60.399,46.863,227.138,0.533,0.395,0.018,0.12,0.577,1.664,3.516,-3.886e-4,0,0.634,0.875,0.24,0.003,1012.902,0.001,340.377,0.06,6.4,32.17
0.314,5.849,2954.419,768.22,0.298,0.003,60.415,46.859,226.669,0.533,0.395,0.018,0.12,0.577,1.647,3.485,1.1e-4,0,0.629,0.875,0.246,0.003,1012.895,0.001,340.377,0.06,6.4,32.17
0.317,5.795,2954.06,767.861,0.298,0.003,60.431,46.855,226.205,0.533,0.395,0.018,0.12,0.576,1.63,3.454,-1.852e-5,0,0.624,0.875,0.251,0.003,1012.888,0.001,340.377,0.061,6.4,32.17
0.32,5.743,2953.705,767.506,0.298,0.003,60.447,46.851,225.745,0.533,0.395,0.018,0.12,0.575,1.613,3.425,-1.125e-4,0,0.619,0.875,0.256,0.003,1012.882,0.001,340.377,0.062,6.4,32.17
0.322,5.692,2953.353,767.154,0.298,0.003,60.462,46.847,225.29,0.533,0.395,0.018,0.121,0.575,1.597,3.394,1.802e-4,0,0.614,0.875,0.261,0.003,1012.875,0.001,340.376,0.062,6.4,32.17
0.325,5.642,2953.005,766.806,0.298,0.003,60.477,46.844,224.839,0.533,0.395,0.018,0.121,0.574,1.582,3.366,3.041e-4,0,0.609,0.875,0.266,0.003,1012.868,0.001,340.376,0.063,6.4,32.17
0.328,5.593,2952.659,766.46,0.298,0.003,60.492,46.84,224.391,0.533,0.395,0.018,0.121,0.573,1.566,3.337,1.648e-5,0,0.604,0.875,0.27,0.003,1012.862,0.001,340.376,0.063,6.4,32.17
0.33,5.545,2952.316,766.117,0.298,0.003,60.507,46.836,223.947,0.533,0.395,0.018,0.121,0.573,1.551,3.31,-3.05e-4,0,0.6,0.875,0.275,0.003,1012.855,0.001,340.376,0.064,6.4,32.17
0.333,5.498,2951.977,765.778,0.298,0.003,60.521,46.833,223.507,0.533,0.395,0.018,0.121,0.572,1.537,3.283,2.533e-4,0,0.595,0.875,0.28,0.004,1012.848,0.001,340.375,0.064,6.4,32.17
0.336,5.451,2951.639,765.44,0.298,0.003,60.535,46.829,223.071,0.533,0.395,0.018,0.121,0.572,1.522,3.256,4.323e-4,0,0.59,0.875,0.285,0.004,1012.842,0.001,340.375,0.065,6.4,32.17
0.338,5.406,2951.305,765.106,0.297,0.003,60.549,46.826,222.637,0.533,0.395,0.018,0.121,0.571,1.508,3.23,4.891e-4,0,0.586,0.875,0.289,0.004,1012.835,0.001,340.375,0.065,6.4,32.17
0.341,5.361,2950.973,764.774,0.297,0.003,60.563,46.822,222.207,0.533,0.395,0.018,0.121,0.571,1.494,3.204,-4.494e-4,0,0.581,0.875,0.294,0.004,1012.829,0.001,340.375,0.066,6.4,32.17
0.343,5.317,2950.643,764.444,0.297,0.003,60.577,46.819,221.78,0.533,0.395,0.018,0.121,0.57,1.481,3.179,1.528e-4,0,0.577,0.875,0.298,0.004,1012.822,0.001,340.375,0.066,6.4,32.17
0.346,5.274,2950.315,764.116,0.297,0.003,60.59,46.815,221.356,0.533,0.395,0.018,0.121,0.57,1.467,3.154,-2.642e-4,0,0.572,0.875,0.303,0.004,1012.815,0.001,340.374,0.067,6.4,32.17
0.349,5.22,2949.907,763.708,0.297,0.003,60.607,46.811,220.828,0.533,0.395,0.018,0.121,0.569,1.451,3.123,1.116e-4,0,0.566,0.875,0.309,0.004,1012.807,0.001,340.374,0.067,6.4,32.17
0.352,5.168,2949.613,763.414,0.297,0.003,60.623,46.808,220.562,0.533,0.395,0.018,0.121,0.568,1.435,3.092,1.776e-4,0,0.562,0.875,0.313,0.004,1012.8,0.001,340.374,0.068,6.4,32.17
0.354,5.11,2949.319,763.12,0.297,0.003,60.641,46.805,220.296,0.533,0.395,0.018,0.121,0.568,1.417,3.059,3.923e-4,0,0.558,0.875,0.317,0.004,1012.793,0.001,340.374,0.068,6.4,32.17
0.357,5.053,2949.024,762.826,0.297,0.003,60.658,46.801,220.03,0.533,0.395,0.018,0.121,0.567,1.399,3.025,-2.152e-4,0,0.553,0.875,0.322,0.005,1012.787,0.001,340.373,0.069,6.4,32.17
0.359,4.996,2948.73,762.531,0.297,0.003,60.676,46.798,219.764,0.533,0.395,0.018,0.121,0.566,1.382,2.992,-4.838e-4,0,0.549,0.875,0.326,0.005,1012.78,0.001,340.373,0.069,6.4,32.17
0.362,4.94,2948.436,762.237,0.297,0.003,60.694,46.795,219.497,0.533,0.395,0.018,0.121,0.566,1.365,2.959,2.64e-4,0,0.545,0.875,0.33,0.005,1012.773,0.001,340.373,0.07,6.4,32.17
0.364,4.884,2948.142,761.943,0.297,0.003,60.711,46.792,219.231,0.533,0.395,0.018,0.121,0.565,1.348,2.926,-5.317e-5,0,0.54,0.875,0.335,0.005,1012.766,0.001,340.373,0.07,6.4,32.17
0.367,4.828,2947.847,761.648,0.297,0.003,60.729,46.789,218.965,0.533,0.395,0.018,0.121,0.565,1.331,2.894,-4.382e-4,0,0.536,0.875,0.339,0.005,1012.759,0.001,340.372,0.07,6.4,32.17
0.369,4.773,2947.553,761.354,0.297,0.003,60.746,46.786,218.699,0.533,0.395,0.018,0.121,0.564,1.314,2.862,1.511e-4,0,0.532,0.875,0.343,0.005,1012.752,0.001,340.372,0.071,6.4,32.17
0.372,4.719,2947.259,761.06,0.297,0.003,60.763,46.783,218.433,0.533,0.395,0.018,0.121,0.563,1.298,2.829,1.7e-4,0,0.527,0.875,0.348,0.005,1012.745,0.001,340.372,0.071,6.4,32.17
0.374,4.665,2946.964,760.766,0.297,0.003,60.781,46.779,218.167,0.533,0.395,0.018,0.121,0.563,1.281,2.797,-2.262e-4,0,0.523,0.875,0.352,0.005,1012.738,0.001,340.372,0.072,6.4,32.17
0.377,4.611,2946.67,760.471,0.297,0.003,60.798,46.776,217.901,0.533,0.395,0.018,0.121,0.562,1.265,2.766,-2.056e-4,0,0.519,0.875,0.356,0.005,1012.731,0.001,340.371,0.072,6.4,32.17
0.379,4.558,2946.376,760.177,0.297,0.003,60.815,46.773,217.635,0.533,0.395,0.018,0.121,0.562,1.249,2.735,4.255e-4,0,0.515,0.875,0.36,0.006,1012.723,0.001,340.371,0.073,6.4,32.17
0.382,4.505,2946.082,759.883,0.297,0.003,60.831,46.77,217.369,0.533,0.395,0.018,0.121,0.561,1.233,2.703,-1.136e-4,0,0.51,0.875,0.365,0.006,1012.716,0.001,340.371,0.073,6.4,32.17
0.384,4.452,2945.787,759.588,0.297,0.003,60.848,46.767,217.103,0.533,0.395,0.018,0.121,0.561,1.217,2.672,-4.167e-4,0,0.506,0.875,0.369,0.006,1012.709,0.001,340.371,0.074,6.4,32.17
0.387,4.4,2945.493,759.294,0.297,0.003,60.865,46.764,216.836,0.533,0.395,0.018,0.121,0.56,1.202,2.642,-4.615e-4,0,0.502,0.875,0.373,0.006,1012.701,0.001,340.37,0.074,6.4,32.17
0.389,4.348,2945.199,759,0.297,0.003,60.882,46.761,216.57,0.533,0.395,0.018,0.121,0.559,1.186,2.611,1.055e-4,0,0.498,0.875,0.377,0.006,1012.694,0.001,340.37,0.075,6.4,32.17
0.392,4.297,2944.904,758.706,0.297,0.003,60.898,46.757,216.304,0.533,0.395,0.018,0.121,0.559,1.171,2.581,2.423e-4,0,0.494,0.875,0.381,0.006,1012.687,0.001,340.37,0.075,6.4,32.17
0.394,4.246,2944.61,758.411,0.297,0.003,60.915,46.754,216.038,0.533,0.395,0.018,0.121,0.558,1.156,2.551,-1.412e-4,0,0.49,0.875,0.385,0.006,1012.679,0.001,340.37,0.076,6.4,32.17
0.397,4.195,2944.316,758.117,0.297,0.003,60.931,46.751,215.772,0.533,0.395,0.018,0.121,0.558,1.141,2.521,1.095e-5,0,0.486,0.875,0.389,0.006,1012.672,0.001,340.369,0.076,6.4,32.17
0.399,4.144,2944.022,757.823,0.297,0.003,60.948,46.748,215.506,0.534,0.395,0.018,0.121,0.557,1.126,2.491,-4.053e-5,0,0.482,0.875,0.393,0.006,1012.664,0.001,340.369,0.077,6.4,32.17
0.402,4.094,2943.727,757.528,0.297,0.003,60.964,46.745,215.24,0.534,0.395,0.018,0.121,0.557,1.111,2.462,3.634e-4,0,0.478,0.875,0.397,0.006,1012.656,0.001,340.369,0.077,6.4,32.17
0.404,4.045,2943.433,757.234,0.297,0.003,60.98,46.742,214.974,0.534,0.395,0.018,0.121,0.556,1.096,2.433,1.273e-4,0,0.474,0.875,0.401,0.007,1012.649,0.001,340.369,0.077,6.4,32.17
0.407,3.995,2943.139,756.94,0.297,0.003,60.996,46.739,214.708,0.534,0.395,0.018,0.121,0.556,1.082,2.403,-3.269e-4,0,0.47,0.875,0.405,0.007,1012.641,0.001,340.368,0.078,6.4,32.17
0.409,3.946,2942.844,756.646,0.297,0.003,61.012,46.735,214.441,0.534,0.395,0.018,0.121,0.555,1.067,2.375,-3.466e-4,0,0.466,0.875,0.409,0.007,1012.633,0.001,340.368,0.078,6.4,32.17
0.412,3.897,2942.55,756.351,0.297,0.003,61.028,46.732,214.175,0.534,0.395,0.018,0.121,0.555,1.053,2.346,3.795e-4,0,0.462,0.875,0.413,0.007,1012.625,0.001,340.368,0.079,6.4,32.17
0.414,3.849,2942.256,756.057,0.297,0.003,61.044,46.729,213.909,0.534,0.395,0.018,0.121,0.555,1.039,2.317,4.803e-4,0,0.458,0.875,0.417,0.007,1012.617,0.001,340.368,0.079,6.4,32.17
0.417,3.801,2941.962,755.763,0.297,0.003,61.06,46.726,213.643,0.534,0.395,0.018,0.121,0.554,1.025,2.288,-4.369e-4,0,0.454,0.875,0.421,0.007,1012.61,0.001,340.367,0.08,6.4,32.17
0.419,3.753,2941.667,755.468,0.296,0.003,61.076,46.723,213.377,0.534,0.395,0.018,0.121,0.554,1.011,2.26,-1.034e-4,0,0.45,0.875,0.425,0.007,1012.602,0.001,340.367,0.08,6.4,32.17
0.422,3.705,2941.373,755.174,0.296,0.003,61.092,46.72,213.111,0.534,0.395,0.018,0.121,0.553,0.997,2.231,3.833e-4,0,0.446,0.875,0.429,0.007,1012.594,0.001,340.367,0.081,6.4,32.17
0.424,3.658,2941.079,754.88,0.296,0.003,61.108,46.717,212.845,0.534,0.395,0.018,0.121,0.553,0.983,2.203,3.438e-4,0,0.443,0.875,0.433,0.007,1012.586,0.001,340.367,0.081,6.4,32.17
0.427,3.611,2940.785,754.586,0.296,0.003,61.123,46.713,212.579,0.534,0.395,0.018,0.121,0.552,0.969,2.176,-1.202e-4,0,0.439,0.875,0.437,0.007,1012.577,0.001,340.366,0.082,6.4,32.17
0.429,3.564,2940.49,754.291,0.296,0.003,61.139,46.71,212.313,0.534,0.395,0.018,0.121,0.552,0.956,2.147,-1.629e-4,0,0.435,0.875,0.44,0.007,1012.569,0.001,340.366,0.082,6.4,32.17
0.432,3.517,2940.196,753.997,0.296,0.003,61.155,46.707,212.046,0.534,0.395,0.018,0.121,0.552,0.942,2.12,-3.624e-4,0,0.431,0.875,0.444,0.008,1012.561,0.001,340.366,0.082,6.4,32.17
0.434,3.47,2939.902,753.703,0.296,0.003,61.17,46.704,211.78,0.534,0.395,0.018,0.121,0.551,0.929,2.093,4.993e-4,0,0.427,0.875,0.448,0.008,1012.553,0.001,340.365,0.083,6.4,32.17
0.437,3.424,2939.607,753.408,0.296,0.003,61.186,46.701,211.514,0.534,0.395,0.018,0.121,0.551,0.916,2.065,-1.852e-4,0,0.424,0.875,0.452,0.008,1012.545,0.001,340.365,0.083,6.4,32.17
0.439,3.378,2939.313,753.114,0.296,0.003,61.201,46.698,211.248,0.534,0.395,0.018,0.121,0.55,0.903,2.038,-2.926e-4,0,0.42,0.875,0.455,0.008,1012.536,0.001,340.365,0.084,6.4,32.17
0.442,3.332,2939.019,752.82,0.296,0.003,61.217,46.694,210.982,0.534,0.395,0.018,0.121,0.55,0.889,2.01,3.385e-5,0,0.416,0.875,0.459,0.008,1012.528,0.001,340.365,0.084,6.4,32.17
0.444,3.287,2938.725,752.526,0.296,0.003,61.232,46.691,210.716,0.534,0.395,0.018,0.121,0.55,0.876,1.983,3.539e-4,0,0.413,0.875,0.463,0.008,1012.519,0.001,340.364,0.085,6.4,32.17
0.447,3.241,2938.43,752.231,0.296,0.003,61.247,46.688,210.45,0.534,0.395,0.018,0.121,0.549,0.863,1.956,-3.638e-4,0,0.409,0.875,0.466,0.008,1012.511,0.001,340.364,0.085,6.4,32.17
0.449,3.196,2938.136,751.937,0.296,0.003,61.263,46.685,210.184,0.534,0.395,0.018,0.121,0.549,0.851,1.93,-2.804e-4,0,0.406,0.875,0.47,0.008,1012.503,0.001,340.364,0.086,6.4,32.17
0.452,3.159,2937.842,751.643,0.296,0.003,61.276,46.682,209.918,0.534,0.395,0.018,0.121,0.549,0.84,1.907,-2.001e-4,0,0.402,0.875,0.473,0.008,1012.494,0.001,340.364,0.086,6.4,32.17
0.454,3.126,2937.547,751.348,0.296,0.003,61.287,46.679,209.652,0.534,0.395,0.018,0.121,0.548,0.831,1.888,4.612e-4,0,0.398,0.875,0.477,0.008,1012.485,0.001,340.363,0.087,6.4,32.17
0.457,3.093,2937.253,751.054,0.296,0.003,61.298,46.676,209.385,0.534,0.395,0.019,0.121,0.548,0.821,1.869,2.119e-5,0,0.395,0.875,0.48,0.008,1012.477,0.001,340.363,0.087,6.4,32.17
0.459,3.061,2936.959,750.76,0.296,0.003,61.309,46.672,209.119,0.534,0.395,0.019,0.121,0.548,0.812,1.849,2.111e-4,0,0.391,0.875,0.484,0.008,1012.468,0.001,340.363,0.087,6.4,32.17
0.462,3.028,2936.665,750.466,0.296,0.003,61.32,46.669,208.853,0.534,0.395,0.019,0.121,0.548,0.803,1.829,4.582e-4,0,0.388,0.875,0.487,0.008,1012.459,0.001,340.362,0.088,6.4,32.17
0.464,2.996,2936.37,750.171,0.296,0.003,61.331,46.666,208.587,0.534,0.395,0.019,0.121,0.547,0.794,1.81,2.914e-4,0,0.385,0.875,0.491,0.008,1012.451,0.001,340.362,0.088,6.4,32.17
0.467,2.963,2936.076,749.877,0.296,0.003,61.342,46.663,208.321,0.534,0.395,0.019,0.121,0.547,0.785,1.791,-3.607e-4,0,0.381,0.875,0.494,0.008,1012.442,0.001,340.362,0.089,6.4,32.17
0.469,2.931,2935.782,749.583,0.296,0.003,61.353,46.66,208.055,0.534,0.395,0.019,0.121,0.547,0.775,1.772,4.022e-5,0,0.378,0.875,0.498,0.008,1012.433,0.001,340.361,0.089,6.4,32.17
0.472,2.899,2935.487,749.288,0.296,0.003,61.364,46.657,207.789,0.534,0.395,0.019,0.121,0.547,0.766,1.753,3.355e-5,0,0.374,0.875,0.501,0.008,1012.424,0.001,340.361,0.09,6.4,32.17
0.474,2.867,2935.193,748.994,0.296,0.003,61.375,46.653,207.523,0.534,0.395,0.019,0.121,0.546,0.757,1.734,2.521e-4,0,0.371,0.875,0.504,0.008,1012.415,0.001,340.361,0.09,6.4,32.17
